"id","answered","concerned_teacher","how_teacher","again_teacher","respect_teacher","disrespectful_people","understand_people","energy_school","fights_students","support_adults","fair_rules","online_bully","respect_students","behavior_students","school_violence","belong_school","excited_teacher","adult_help"
stu-e3-63,y,Slightly concerned,Once in a while,Slightly excited,Not at all respectful,Once in a while,Completely understand,Neither negative or positive,Almost always,No support at all,Slightly fair,Somewhat likely,Quite a bit of respect,Helps my learning a tremendous amount,Once in a while,Belong quite a bit,Almost never,Somewhat difficult
stu-e3-64,y,Quite concerned,Frequently,Somewhat excited,Slightly respectful,Frequently,Do not understand at all,Slightly negative,Almost always,A tremendous amount of support,Neither unfair or fair,Extremely likely,Quite a bit of respect,Helps my learning a little bit,Once in a while,Belong somewhat,Sometimes,Not at all difficult
stu-e3-66,y,Slightly concerned,Almost never,Somewhat excited,Somewhat respectful,Once in a while,Understand quite a bit,Very positive,Once in a while,Some support,Slightly fair,Somewhat likely,Some respect,Hurts my learning a little bit,Almost never,Completely belong,Frequently,Somewhat difficult
stu-e3-68,y,Extremely concerned,Almost always,Extremely excited,Extremely respectful,Frequently,Understand a little,Neither negative or positive,Almost never,A little bit of support,Slightly fair,Somewhat likely,No respect at all,Hurts my learning a tremendous amount,Almost never,Belong somewhat,Frequently,Somewhat difficult
stu-e3-70,y,Extremely concerned,Frequently,Extremely excited,Quite respectful,Frequently,Do not understand at all,Neither negative or positive,Almost never,No support at all,Neither unfair or fair,Quite likely,No respect at all,Hurts my learning a little bit,Sometimes,Belong somewhat,Sometimes,Extremely difficult
stu-e3-73,y,Extremely concerned,Frequently,Extremely excited,Quite respectful,Almost never,Completely understand,Slightly positive,Almost always,Some support,Very fair,Not at all likely,Quite a bit of respect,Helps my learning a tremendous amount,Sometimes,Belong somewhat,Almost always,Quite difficult
stu-e3-74,y,Extremely concerned,Almost always,Extremely excited,Quite respectful,Once in a while,Completely understand,Very positive,Frequently,A little bit of support,Very fair,Not at all likely,Some respect,Helps my learning a little bit,Almost never,Belong quite a bit,Almost always,Quite difficult
stu-e3-76,y,Somewhat concerned,Frequently,Quite excited,Extremely respectful,Once in a while,Understand somewhat,Slightly positive,Frequently,A little bit of support,Slightly fair,Somewhat likely,Some respect,Neither helps nor hurts my learning,Almost never,Completely belong,Frequently,Extremely difficult
stu-e3-78,y,Somewhat concerned,Sometimes,Slightly excited,Somewhat respectful,Sometimes,Understand quite a bit,Slightly positive,Almost never,No support at all,Somewhat fair,Slightly likely,Some respect,Helps my learning a little bit,Almost never,Completely belong,Sometimes,Extremely difficult
stu-e3-79,y,Somewhat concerned,Frequently,Extremely excited,Quite respectful,Almost always,Do not understand at all,Slightly negative,Frequently,A tremendous amount of support,Very unfair,Quite likely,Some respect,Helps my learning a little bit,Frequently,Do not belong at all,Sometimes,Somewhat difficult
stu-e3-85,y,Slightly concerned,Almost never,Not at all excited,Slightly respectful,Frequently,Understand somewhat,Neither negative or positive,Frequently,No support at all,Neither unfair or fair,Quite likely,A tremendous amount of respect,Helps my learning some,Frequently,Do not belong at all,Almost never,Somewhat difficult
stu-e3-90,y,Quite concerned,Almost always,Somewhat excited,Quite respectful,Almost never,Understand somewhat,Slightly negative,Frequently,A little bit of support,Slightly unfair,Slightly likely,Some respect,Helps my learning a little bit,Almost always,Do not belong at all,Almost always,Quite difficult
stu-e3-93,y,Quite concerned,Almost always,Somewhat excited,Slightly respectful,Sometimes,Understand quite a bit,Neither negative or positive,Almost never,Quite a bit of support,Slightly fair,Slightly likely,A little bit of respect,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Once in a while,Not at all difficult
stu-e3-100,y,Slightly concerned,Sometimes,Somewhat excited,Quite respectful,Frequently,Understand somewhat,Slightly negative,Once in a while,A little bit of support,Very unfair,Slightly likely,No respect at all,Neither helps nor hurts my learning,Almost always,Belong a little bit,Almost always,Extremely difficult
stu-e3-102,y,Quite concerned,Frequently,Extremely excited,Somewhat respectful,Once in a while,Understand somewhat,Neither negative or positive,Sometimes,Quite a bit of support,Neither unfair or fair,Slightly likely,Some respect,Helps my learning a little bit,Once in a while,Belong quite a bit,Frequently,Slightly difficult
stu-e3-103,y,Not at all concerned,Once in a while,Slightly excited,Somewhat respectful,Frequently,Understand a little,Very negative,Almost never,Some support,Very unfair,Quite likely,No respect at all,Hurts my learning a tremendous amount,Almost always,Belong a little bit,Once in a while,Somewhat difficult
stu-e3-104,y,Quite concerned,Sometimes,Quite excited,Quite respectful,Once in a while,Completely understand,Neither negative or positive,Frequently,No support at all,Neither unfair or fair,Somewhat likely,Quite a bit of respect,Neither helps nor hurts my learning,Frequently,Belong a little bit,Sometimes,Extremely difficult
stu-e3-105,y,Slightly concerned,Once in a while,Somewhat excited,Somewhat respectful,Almost always,Understand somewhat,Slightly negative,Almost always,Some support,Slightly unfair,Somewhat likely,Some respect,Helps my learning a little bit,Sometimes,Belong a little bit,Frequently,Somewhat difficult
stu-e3-108,y,Somewhat concerned,Once in a while,Slightly excited,Not at all respectful,Once in a while,Completely understand,Neither negative or positive,Sometimes,No support at all,Neither unfair or fair,Somewhat likely,A little bit of respect,Hurts my learning a tremendous amount,Frequently,Do not belong at all,Sometimes,Quite difficult
stu-e3-109,y,Not at all concerned,Once in a while,Somewhat excited,Quite respectful,Almost never,Completely understand,Slightly positive,Frequently,A little bit of support,Neither unfair or fair,Somewhat likely,A tremendous amount of respect,Helps my learning a tremendous amount,Frequently,Do not belong at all,Sometimes,Somewhat difficult
stu-e3-116,y,Quite concerned,Sometimes,Slightly excited,Not at all respectful,Once in a while,Understand somewhat,Slightly negative,Almost never,A tremendous amount of support,Somewhat unfair,Somewhat likely,A little bit of respect,Neither helps nor hurts my learning,Sometimes,Belong quite a bit,Almost never,Somewhat difficult
stu-e3-118,y,Not at all concerned,Sometimes,Somewhat excited,Quite respectful,Sometimes,Understand a little,Somewhat negative,Almost never,A little bit of support,Slightly unfair,Extremely likely,No respect at all,Neither helps nor hurts my learning,Sometimes,Belong a little bit,Frequently,Somewhat difficult
stu-e3-119,y,Somewhat concerned,Once in a while,Slightly excited,Slightly respectful,Frequently,Understand a little,Somewhat negative,Almost never,No support at all,Somewhat unfair,Quite likely,A little bit of respect,Hurts my learning a little bit,Almost always,Belong somewhat,Once in a while,Quite difficult
stu-e3-120,y,Not at all concerned,Sometimes,Somewhat excited,Quite respectful,Once in a while,Understand quite a bit,Slightly positive,Sometimes,A little bit of support,Slightly fair,Slightly likely,Quite a bit of respect,Helps my learning some,Almost never,Belong somewhat,Sometimes,Extremely difficult
stu-e3-121,y,Quite concerned,Almost always,Extremely excited,Quite respectful,Sometimes,Understand somewhat,Slightly negative,Once in a while,A tremendous amount of support,Very unfair,Slightly likely,Some respect,Hurts my learning a little bit,Frequently,Belong somewhat,Sometimes,Somewhat difficult
stu-e3-123,y,Not at all concerned,Sometimes,Quite excited,Extremely respectful,Once in a while,Understand quite a bit,Slightly positive,Sometimes,Some support,Slightly fair,Not at all likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Frequently,Quite difficult
stu-e3-124,y,Quite concerned,Almost always,Extremely excited,Extremely respectful,Once in a while,Completely understand,Somewhat positive,Once in a while,No support at all,Somewhat fair,Not at all likely,No respect at all,Hurts my learning a tremendous amount,Once in a while,Completely belong,Frequently,Extremely difficult
stu-e3-125,y,Somewhat concerned,Once in a while,Somewhat excited,Slightly respectful,Frequently,Understand a little,Neither negative or positive,Frequently,Some support,Neither unfair or fair,Quite likely,Quite a bit of respect,Neither helps nor hurts my learning,Once in a while,Completely belong,Once in a while,Somewhat difficult
stu-e3-129,y,Somewhat concerned,Frequently,Quite excited,Somewhat respectful,Almost always,Understand a little,Very negative,Sometimes,Some support,Somewhat unfair,Quite likely,A little bit of respect,Hurts my learning some,Almost always,Do not belong at all,Once in a while,Slightly difficult
stu-e3-130,y,Not at all concerned,Once in a while,Slightly excited,Somewhat respectful,Almost never,Understand somewhat,Neither negative or positive,Almost always,Some support,Slightly fair,Quite likely,A tremendous amount of respect,Neither helps nor hurts my learning,Once in a while,Completely belong,Once in a while,Somewhat difficult
stu-e3-138,y,Extremely concerned,Almost always,Somewhat excited,Quite respectful,Once in a while,Understand quite a bit,Somewhat positive,Once in a while,A little bit of support,Neither unfair or fair,Somewhat likely,No respect at all,Neither helps nor hurts my learning,Once in a while,Completely belong,Sometimes,Extremely difficult
stu-e3-141,y,Extremely concerned,Sometimes,Somewhat excited,Quite respectful,Frequently,Do not understand at all,Very negative,Once in a while,A tremendous amount of support,Neither unfair or fair,Quite likely,Some respect,Hurts my learning a little bit,Once in a while,Belong quite a bit,Sometimes,Not at all difficult
stu-e3-146,y,Extremely concerned,Frequently,Quite excited,Extremely respectful,Almost always,Understand a little,Slightly negative,Once in a while,A little bit of support,Neither unfair or fair,Somewhat likely,No respect at all,Hurts my learning some,Frequently,Belong somewhat,Frequently,Somewhat difficult
stu-e3-147,y,Slightly concerned,Sometimes,Quite excited,Somewhat respectful,Sometimes,Understand a little,Neither negative or positive,Almost always,A tremendous amount of support,Slightly unfair,Extremely likely,Quite a bit of respect,Helps my learning a tremendous amount,Almost always,Belong a little bit,Sometimes,Somewhat difficult
stu-e3-149,y,Quite concerned,Almost always,Somewhat excited,Quite respectful,Frequently,Understand somewhat,Neither negative or positive,Once in a while,Quite a bit of support,Slightly unfair,Slightly likely,A little bit of respect,Hurts my learning a tremendous amount,Sometimes,Belong somewhat,Almost always,Not at all difficult
stu-e3-150,y,Extremely concerned,Sometimes,Somewhat excited,Quite respectful,Almost never,Completely understand,Very positive,Frequently,No support at all,Somewhat fair,Somewhat likely,Quite a bit of respect,Helps my learning a tremendous amount,Sometimes,Belong quite a bit,Frequently,Quite difficult
stu-e3-154,y,Somewhat concerned,Frequently,Extremely excited,Somewhat respectful,Almost never,Understand somewhat,Neither negative or positive,Almost never,A tremendous amount of support,Slightly unfair,Quite likely,A little bit of respect,Hurts my learning some,Frequently,Belong a little bit,Sometimes,Not at all difficult
stu-e3-157,y,Slightly concerned,Once in a while,Not at all excited,Not at all respectful,Almost never,Understand somewhat,Slightly negative,Frequently,No support at all,Slightly unfair,Somewhat likely,Quite a bit of respect,Helps my learning some,Almost always,Belong somewhat,Sometimes,Quite difficult
stu-e3-159,y,Quite concerned,Sometimes,Slightly excited,Not at all respectful,Almost always,Understand somewhat,Slightly negative,Once in a while,A tremendous amount of support,Very unfair,Quite likely,A little bit of respect,Hurts my learning a little bit,Frequently,Do not belong at all,Sometimes,Somewhat difficult
stu-e3-160,y,Extremely concerned,Frequently,Quite excited,Somewhat respectful,Once in a while,Understand quite a bit,Slightly positive,Almost never,No support at all,Very fair,Not at all likely,Some respect,Hurts my learning a little bit,Almost never,Belong somewhat,Sometimes,Quite difficult
stu-e3-162,y,Extremely concerned,Sometimes,Slightly excited,Not at all respectful,Frequently,Understand somewhat,Neither negative or positive,Frequently,A tremendous amount of support,Slightly fair,Quite likely,Quite a bit of respect,Helps my learning a little bit,Almost never,Belong somewhat,Once in a while,Not at all difficult
stu-e3-163,y,Quite concerned,Frequently,Quite excited,Somewhat respectful,Almost always,Understand a little,Somewhat negative,Almost never,No support at all,Neither unfair or fair,Somewhat likely,A little bit of respect,Hurts my learning a little bit,Frequently,Do not belong at all,Frequently,Somewhat difficult
stu-e3-166,y,Somewhat concerned,Once in a while,Somewhat excited,Somewhat respectful,Once in a while,Understand somewhat,Slightly negative,Almost always,A little bit of support,Somewhat unfair,Quite likely,A tremendous amount of respect,Neither helps nor hurts my learning,Sometimes,Belong quite a bit,Sometimes,Quite difficult
stu-e3-168,y,Not at all concerned,Once in a while,Not at all excited,Somewhat respectful,Once in a while,Completely understand,Neither negative or positive,Almost always,A tremendous amount of support,Neither unfair or fair,Slightly likely,Some respect,Helps my learning a little bit,Frequently,Belong a little bit,Once in a while,Not at all difficult
stu-e3-170,y,Somewhat concerned,Sometimes,Quite excited,Somewhat respectful,Almost never,Understand quite a bit,Very positive,Frequently,A tremendous amount of support,Somewhat fair,Not at all likely,Some respect,Helps my learning a little bit,Almost never,Belong somewhat,Once in a while,Not at all difficult
stu-e3-171,y,Slightly concerned,Once in a while,Somewhat excited,Quite respectful,Almost always,Understand somewhat,Slightly positive,Once in a while,No support at all,Somewhat fair,Slightly likely,A little bit of respect,Neither helps nor hurts my learning,Sometimes,Belong a little bit,Frequently,Somewhat difficult
stu-e3-172,y,Somewhat concerned,Sometimes,Quite excited,Somewhat respectful,Frequently,Understand somewhat,Slightly negative,Almost never,Quite a bit of support,Very unfair,Slightly likely,No respect at all,Hurts my learning some,Frequently,Belong somewhat,Frequently,Somewhat difficult
stu-e3-175,y,Not at all concerned,Sometimes,Slightly excited,Not at all respectful,Almost never,Understand quite a bit,Very positive,Sometimes,Quite a bit of support,Somewhat fair,Somewhat likely,Quite a bit of respect,Helps my learning a little bit,Once in a while,Completely belong,Almost never,Not at all difficult
stu-e3-177,y,Not at all concerned,Once in a while,Slightly excited,Slightly respectful,Once in a while,Understand somewhat,Neither negative or positive,Sometimes,No support at all,Neither unfair or fair,Somewhat likely,Some respect,Helps my learning a little bit,Once in a while,Belong somewhat,Sometimes,Extremely difficult
stu-e3-178,y,Slightly concerned,Once in a while,Slightly excited,Not at all respectful,Almost always,Understand somewhat,Slightly negative,Sometimes,Quite a bit of support,Slightly unfair,Slightly likely,A little bit of respect,Neither helps nor hurts my learning,Frequently,Do not belong at all,Sometimes,Slightly difficult
stu-e3-179,y,Slightly concerned,Sometimes,Quite excited,Quite respectful,Frequently,Understand somewhat,Neither negative or positive,Frequently,Quite a bit of support,Neither unfair or fair,Quite likely,Some respect,Hurts my learning a little bit,Sometimes,Belong quite a bit,Frequently,Not at all difficult
stu-e3-180,y,Extremely concerned,Almost always,Quite excited,Quite respectful,Frequently,Understand somewhat,Slightly positive,Sometimes,A little bit of support,Slightly fair,Slightly likely,Some respect,Helps my learning a little bit,Sometimes,Belong somewhat,Sometimes,Quite difficult
stu-e3-181,y,Slightly concerned,Almost never,Slightly excited,Not at all respectful,Once in a while,Understand somewhat,Slightly negative,Almost never,Quite a bit of support,Somewhat unfair,Quite likely,Some respect,Helps my learning a little bit,Sometimes,Belong somewhat,Almost never,Not at all difficult
stu-e3-185,y,Extremely concerned,Sometimes,Quite excited,Extremely respectful,Almost never,Completely understand,Slightly positive,Almost always,Quite a bit of support,Somewhat fair,Somewhat likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong a little bit,Frequently,Somewhat difficult
stu-e3-191,y,Not at all concerned,Once in a while,Not at all excited,Not at all respectful,Frequently,Understand somewhat,Slightly positive,Almost never,A little bit of support,Somewhat fair,Quite likely,A little bit of respect,Neither helps nor hurts my learning,Almost never,Belong quite a bit,Sometimes,Extremely difficult
stu-e3-193,y,Extremely concerned,Almost always,Quite excited,Quite respectful,Almost never,Understand somewhat,Neither negative or positive,Sometimes,Quite a bit of support,Neither unfair or fair,Quite likely,Quite a bit of respect,Helps my learning a tremendous amount,Frequently,Belong a little bit,Almost always,Somewhat difficult
stu-e3-195,y,Extremely concerned,Frequently,Quite excited,Quite respectful,Almost never,Understand somewhat,Slightly negative,Once in a while,No support at all,Somewhat unfair,Slightly likely,No respect at all,Hurts my learning a little bit,Frequently,Belong somewhat,Sometimes,Somewhat difficult
stu-e3-196,y,Somewhat concerned,Frequently,Extremely excited,Extremely respectful,Frequently,Do not understand at all,Slightly negative,Sometimes,A tremendous amount of support,Slightly unfair,Quite likely,Quite a bit of respect,Helps my learning a little bit,Almost always,Belong somewhat,Almost always,Slightly difficult
stu-e3-198,y,Quite concerned,Almost always,Somewhat excited,Slightly respectful,Almost never,Understand quite a bit,Very positive,Almost never,A little bit of support,Slightly fair,Somewhat likely,A little bit of respect,Hurts my learning a tremendous amount,Sometimes,Belong quite a bit,Almost never,Somewhat difficult
stu-e3-202,y,Quite concerned,Sometimes,Quite excited,Quite respectful,Once in a while,Understand somewhat,Slightly negative,Almost never,A little bit of support,Somewhat unfair,Somewhat likely,Some respect,Neither helps nor hurts my learning,Frequently,Belong somewhat,Almost always,Quite difficult
stu-e3-207,y,Not at all concerned,Sometimes,Quite excited,Quite respectful,Once in a while,Understand quite a bit,Neither negative or positive,Once in a while,A tremendous amount of support,Slightly unfair,Slightly likely,Some respect,Helps my learning a little bit,Sometimes,Belong somewhat,Almost always,Slightly difficult
stu-e3-211,y,Quite concerned,Almost always,Somewhat excited,Somewhat respectful,Frequently,Understand somewhat,Neither negative or positive,Almost never,Quite a bit of support,Slightly unfair,Somewhat likely,A little bit of respect,Hurts my learning some,Almost always,Belong a little bit,Once in a while,Slightly difficult
stu-e3-217,y,Somewhat concerned,Sometimes,Somewhat excited,Somewhat respectful,Almost always,Do not understand at all,Somewhat negative,Frequently,Some support,Neither unfair or fair,Extremely likely,A tremendous amount of respect,Neither helps nor hurts my learning,Once in a while,Completely belong,Frequently,Quite difficult
stu-e3-219,y,Not at all concerned,Once in a while,Somewhat excited,Quite respectful,Frequently,Do not understand at all,Somewhat negative,Almost always,No support at all,Somewhat unfair,Extremely likely,Quite a bit of respect,Helps my learning some,Frequently,Belong somewhat,Almost always,Extremely difficult
stu-e3-221,y,Not at all concerned,Once in a while,Somewhat excited,Somewhat respectful,Almost always,Do not understand at all,Somewhat negative,Almost never,Quite a bit of support,Neither unfair or fair,Somewhat likely,Some respect,Hurts my learning a little bit,Once in a while,Completely belong,Once in a while,Slightly difficult
stu-e3-226,y,Slightly concerned,Sometimes,Quite excited,Extremely respectful,Sometimes,Understand quite a bit,Neither negative or positive,Almost always,A tremendous amount of support,Slightly unfair,Slightly likely,Quite a bit of respect,Neither helps nor hurts my learning,Almost always,Belong a little bit,Sometimes,Not at all difficult
stu-e3-227,y,Extremely concerned,Frequently,Extremely excited,Quite respectful,Frequently,Understand a little,Somewhat negative,Almost always,No support at all,Somewhat unfair,Extremely likely,Some respect,Helps my learning a little bit,Sometimes,Belong quite a bit,Almost always,Extremely difficult
stu-e3-229,y,Quite concerned,Frequently,Somewhat excited,Somewhat respectful,Once in a while,Understand quite a bit,Neither negative or positive,Almost always,Some support,Neither unfair or fair,Not at all likely,Some respect,Hurts my learning a little bit,Sometimes,Belong a little bit,Sometimes,Slightly difficult
stu-e3-230,y,Quite concerned,Frequently,Somewhat excited,Quite respectful,Almost always,Understand a little,Very negative,Sometimes,A little bit of support,Somewhat unfair,Extremely likely,A little bit of respect,Neither helps nor hurts my learning,Sometimes,Belong a little bit,Frequently,Quite difficult
stu-e3-236,y,Somewhat concerned,Frequently,Quite excited,Quite respectful,Once in a while,Understand somewhat,Neither negative or positive,Sometimes,No support at all,Slightly fair,Somewhat likely,A little bit of respect,Hurts my learning a tremendous amount,Almost never,Completely belong,Almost always,Quite difficult
stu-e3-237,y,Quite concerned,Almost always,Extremely excited,Somewhat respectful,Almost never,Completely understand,Somewhat positive,Sometimes,Some support,Slightly fair,Not at all likely,A little bit of respect,Hurts my learning a little bit,Once in a while,Belong somewhat,Frequently,Slightly difficult
stu-e3-238,y,Extremely concerned,Frequently,Quite excited,Extremely respectful,Almost never,Understand quite a bit,Very positive,Once in a while,No support at all,Neither unfair or fair,Not at all likely,Some respect,Helps my learning a little bit,Sometimes,Belong quite a bit,Sometimes,Somewhat difficult
stu-e3-241,y,Somewhat concerned,Frequently,Extremely excited,Extremely respectful,Almost always,Do not understand at all,Somewhat negative,Almost always,A tremendous amount of support,Very unfair,Quite likely,Some respect,Neither helps nor hurts my learning,Almost always,Belong a little bit,Almost always,Somewhat difficult
stu-e3-247,y,Not at all concerned,Sometimes,Somewhat excited,Somewhat respectful,Sometimes,Understand somewhat,Slightly negative,Almost never,Quite a bit of support,Slightly unfair,Quite likely,Some respect,Helps my learning a little bit,Almost always,Do not belong at all,Frequently,Somewhat difficult
stu-e3-249,y,Extremely concerned,Almost always,Somewhat excited,Quite respectful,Almost always,Understand somewhat,Neither negative or positive,Frequently,A little bit of support,Neither unfair or fair,Slightly likely,Some respect,Neither helps nor hurts my learning,Frequently,Belong somewhat,Frequently,Extremely difficult
stu-e3-253,y,Not at all concerned,Almost never,Not at all excited,Not at all respectful,Sometimes,Understand a little,Slightly negative,Once in a while,Some support,Very unfair,Quite likely,No respect at all,Hurts my learning a little bit,Sometimes,Belong a little bit,Almost never,Somewhat difficult
stu-e3-259,y,Not at all concerned,Once in a while,Somewhat excited,Quite respectful,Frequently,Understand a little,Neither negative or positive,Almost always,No support at all,Neither unfair or fair,Extremely likely,A tremendous amount of respect,Helps my learning some,Once in a while,Belong somewhat,Frequently,Quite difficult
