"id","answered","concerned_teacher","how_teacher","again_teacher","respect_teacher","disrespectful_people","understand_people","energy_school","fights_students","support_adults","fair_rules","online_bully","respect_students","behavior_students","school_violence","belong_school","excited_teacher","adult_help"
stu-e9-111,y,Quite concerned,Almost always,Quite excited,Quite respectful,Once in a while,Completely understand,Very positive,Once in a while,Quite a bit of support,Neither unfair or fair,Somewhat likely,No respect at all,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Frequently,Slightly difficult
stu-e9-116,y,Extremely concerned,Sometimes,Quite excited,Somewhat respectful,Once in a while,Understand quite a bit,Slightly positive,Frequently,A tremendous amount of support,Very fair,Slightly likely,Quite a bit of respect,Helps my learning a little bit,Once in a while,Belong quite a bit,Frequently,Not at all difficult
stu-e9-122,y,Extremely concerned,Sometimes,Slightly excited,Somewhat respectful,Almost always,Do not understand at all,Somewhat negative,Sometimes,A little bit of support,Slightly unfair,Quite likely,Some respect,Neither helps nor hurts my learning,Frequently,Belong somewhat,Frequently,Somewhat difficult
stu-e9-123,y,Quite concerned,Sometimes,Somewhat excited,Somewhat respectful,Almost never,Understand quite a bit,Slightly positive,Almost never,A little bit of support,Neither unfair or fair,Not at all likely,No respect at all,Hurts my learning a tremendous amount,Once in a while,Belong quite a bit,Frequently,Extremely difficult
stu-e9-124,y,Slightly concerned,Sometimes,Slightly excited,Not at all respectful,Sometimes,Understand somewhat,Slightly positive,Almost always,A tremendous amount of support,Very fair,Quite likely,A tremendous amount of respect,Helps my learning a tremendous amount,Sometimes,Belong somewhat,Almost never,Somewhat difficult
stu-e9-125,y,Not at all concerned,Once in a while,Slightly excited,Not at all respectful,Frequently,Do not understand at all,Slightly negative,Frequently,Quite a bit of support,Neither unfair or fair,Somewhat likely,Quite a bit of respect,Helps my learning a little bit,Frequently,Do not belong at all,Sometimes,Slightly difficult
stu-e9-126,y,Extremely concerned,Almost always,Extremely excited,Quite respectful,Frequently,Understand a little,Very negative,Almost never,Quite a bit of support,Very unfair,Quite likely,A little bit of respect,Hurts my learning a little bit,Almost always,Belong somewhat,Sometimes,Somewhat difficult
stu-e9-127,y,Not at all concerned,Once in a while,Somewhat excited,Slightly respectful,Almost never,Understand somewhat,Slightly negative,Once in a while,Quite a bit of support,Somewhat unfair,Slightly likely,A little bit of respect,Hurts my learning a little bit,Sometimes,Belong somewhat,Once in a while,Somewhat difficult
stu-e9-128,y,Extremely concerned,Almost always,Extremely excited,Quite respectful,Almost never,Understand somewhat,Slightly negative,Almost always,Quite a bit of support,Slightly unfair,Slightly likely,Some respect,Hurts my learning a little bit,Sometimes,Belong somewhat,Frequently,Not at all difficult
stu-e9-131,y,Slightly concerned,Once in a while,Slightly excited,Slightly respectful,Almost always,Understand somewhat,Slightly positive,Almost never,A tremendous amount of support,Neither unfair or fair,Somewhat likely,No respect at all,Hurts my learning a tremendous amount,Once in a while,Belong quite a bit,Almost never,Not at all difficult
stu-e9-136,y,Somewhat concerned,Frequently,Quite excited,Extremely respectful,Sometimes,Understand somewhat,Slightly positive,Frequently,Quite a bit of support,Slightly fair,Somewhat likely,Quite a bit of respect,Neither helps nor hurts my learning,Once in a while,Belong quite a bit,Frequently,Somewhat difficult
stu-e9-139,y,Extremely concerned,Frequently,Extremely excited,Quite respectful,Frequently,Do not understand at all,Somewhat negative,Almost always,A tremendous amount of support,Somewhat unfair,Somewhat likely,Quite a bit of respect,Helps my learning a tremendous amount,Sometimes,Belong quite a bit,Sometimes,Somewhat difficult
stu-e9-143,y,Not at all concerned,Almost never,Slightly excited,Slightly respectful,Once in a while,Understand quite a bit,Very positive,Frequently,A tremendous amount of support,Very fair,Slightly likely,Quite a bit of respect,Helps my learning some,Sometimes,Belong somewhat,Sometimes,Somewhat difficult
stu-e9-145,y,Somewhat concerned,Frequently,Extremely excited,Somewhat respectful,Almost always,Understand somewhat,Slightly positive,Almost never,A tremendous amount of support,Neither unfair or fair,Slightly likely,A little bit of respect,Hurts my learning a tremendous amount,Frequently,Do not belong at all,Frequently,Not at all difficult
stu-e9-146,y,Quite concerned,Almost always,Somewhat excited,Slightly respectful,Almost never,Understand quite a bit,Neither negative or positive,Almost always,A little bit of support,Slightly unfair,Somewhat likely,Quite a bit of respect,Helps my learning a tremendous amount,Frequently,Do not belong at all,Almost never,Quite difficult
stu-e9-147,y,Slightly concerned,Sometimes,Quite excited,Extremely respectful,Almost always,Do not understand at all,Neither negative or positive,Frequently,No support at all,Neither unfair or fair,Quite likely,Some respect,Helps my learning a little bit,Sometimes,Belong somewhat,Almost always,Somewhat difficult
stu-e9-149,y,Not at all concerned,Sometimes,Slightly excited,Not at all respectful,Once in a while,Understand somewhat,Slightly negative,Frequently,No support at all,Neither unfair or fair,Slightly likely,Quite a bit of respect,Helps my learning a tremendous amount,Frequently,Belong somewhat,Once in a while,Extremely difficult
stu-e9-150,y,Somewhat concerned,Sometimes,Quite excited,Extremely respectful,Almost never,Understand somewhat,Slightly negative,Once in a while,Quite a bit of support,Neither unfair or fair,Slightly likely,A little bit of respect,Neither helps nor hurts my learning,Sometimes,Belong a little bit,Frequently,Slightly difficult
stu-e9-151,y,Quite concerned,Sometimes,Somewhat excited,Slightly respectful,Once in a while,Understand somewhat,Neither negative or positive,Once in a while,Quite a bit of support,Neither unfair or fair,Somewhat likely,A little bit of respect,Hurts my learning some,Sometimes,Belong a little bit,Almost never,Slightly difficult
stu-e9-152,y,Slightly concerned,Once in a while,Somewhat excited,Somewhat respectful,Sometimes,Understand quite a bit,Slightly positive,Frequently,Quite a bit of support,Very fair,Not at all likely,A tremendous amount of respect,Helps my learning a little bit,Sometimes,Belong somewhat,Sometimes,Somewhat difficult
stu-e9-153,y,Not at all concerned,Sometimes,Slightly excited,Not at all respectful,Almost never,Completely understand,Somewhat positive,Almost always,A tremendous amount of support,Very fair,Not at all likely,Some respect,Hurts my learning a little bit,Almost never,Completely belong,Almost never,Not at all difficult
stu-e9-154,y,Somewhat concerned,Sometimes,Quite excited,Quite respectful,Frequently,Understand a little,Very negative,Frequently,A little bit of support,Slightly unfair,Extremely likely,Quite a bit of respect,Helps my learning a little bit,Almost always,Belong a little bit,Frequently,Quite difficult
stu-e9-155,y,Quite concerned,Almost always,Quite excited,Quite respectful,Once in a while,Completely understand,Very positive,Sometimes,No support at all,Neither unfair or fair,Not at all likely,A little bit of respect,Neither helps nor hurts my learning,Frequently,Belong somewhat,Sometimes,Quite difficult
stu-e9-156,y,Quite concerned,Frequently,Extremely excited,Quite respectful,Sometimes,Understand quite a bit,Neither negative or positive,Almost always,A little bit of support,Slightly unfair,Not at all likely,A tremendous amount of respect,Helps my learning some,Frequently,Belong somewhat,Almost always,Quite difficult
stu-e9-163,y,Not at all concerned,Almost never,Slightly excited,Not at all respectful,Sometimes,Understand quite a bit,Slightly positive,Sometimes,A tremendous amount of support,Somewhat fair,Not at all likely,Some respect,Neither helps nor hurts my learning,Almost never,Belong somewhat,Once in a while,Slightly difficult
stu-e9-166,y,Quite concerned,Sometimes,Slightly excited,Somewhat respectful,Once in a while,Understand quite a bit,Somewhat positive,Almost never,A tremendous amount of support,Neither unfair or fair,Slightly likely,No respect at all,Hurts my learning a little bit,Frequently,Do not belong at all,Frequently,Somewhat difficult
stu-e9-170,y,Not at all concerned,Once in a while,Somewhat excited,Quite respectful,Almost never,Understand somewhat,Slightly negative,Almost always,No support at all,Neither unfair or fair,Quite likely,Quite a bit of respect,Neither helps nor hurts my learning,Frequently,Belong somewhat,Almost always,Somewhat difficult
stu-e9-172,y,Not at all concerned,Once in a while,Not at all excited,Not at all respectful,Frequently,Do not understand at all,Slightly negative,Frequently,Quite a bit of support,Neither unfair or fair,Somewhat likely,A tremendous amount of respect,Helps my learning some,Once in a while,Belong somewhat,Once in a while,Not at all difficult
stu-e9-178,y,Extremely concerned,Almost always,Somewhat excited,Somewhat respectful,Sometimes,Understand quite a bit,Somewhat positive,Sometimes,Quite a bit of support,Very fair,Slightly likely,Quite a bit of respect,Neither helps nor hurts my learning,Sometimes,Belong a little bit,Once in a while,Slightly difficult
stu-e9-180,y,Slightly concerned,Almost never,Slightly excited,Somewhat respectful,Almost always,Do not understand at all,Somewhat negative,Almost never,Quite a bit of support,Slightly unfair,Quite likely,A little bit of respect,Hurts my learning a little bit,Almost always,Do not belong at all,Once in a while,Somewhat difficult
stu-e9-182,y,Slightly concerned,Once in a while,Not at all excited,Not at all respectful,Sometimes,Understand quite a bit,Very positive,Sometimes,Quite a bit of support,Very fair,Somewhat likely,Quite a bit of respect,Helps my learning some,Almost never,Belong somewhat,Sometimes,Not at all difficult
stu-e9-185,y,Not at all concerned,Once in a while,Slightly excited,Not at all respectful,Once in a while,Understand somewhat,Neither negative or positive,Almost never,No support at all,Neither unfair or fair,Somewhat likely,Some respect,Helps my learning a little bit,Sometimes,Belong somewhat,Sometimes,Somewhat difficult
stu-e9-187,y,Quite concerned,Frequently,Quite excited,Somewhat respectful,Frequently,Understand somewhat,Neither negative or positive,Frequently,Some support,Slightly unfair,Somewhat likely,Some respect,Helps my learning a little bit,Almost always,Belong somewhat,Once in a while,Quite difficult
stu-e9-191,y,Quite concerned,Almost always,Extremely excited,Somewhat respectful,Once in a while,Understand quite a bit,Neither negative or positive,Almost never,Quite a bit of support,Neither unfair or fair,Somewhat likely,No respect at all,Hurts my learning a little bit,Frequently,Belong somewhat,Once in a while,Not at all difficult
stu-e9-194,y,Quite concerned,Sometimes,Slightly excited,Slightly respectful,Almost always,Understand somewhat,Slightly positive,Sometimes,A tremendous amount of support,Neither unfair or fair,Somewhat likely,Quite a bit of respect,Helps my learning some,Once in a while,Belong quite a bit,Sometimes,Not at all difficult
stu-e9-197,y,Extremely concerned,Frequently,Quite excited,Quite respectful,Once in a while,Understand somewhat,Slightly negative,Frequently,No support at all,Somewhat unfair,Slightly likely,Some respect,Helps my learning a little bit,Frequently,Belong a little bit,Frequently,Somewhat difficult
stu-e9-198,y,Quite concerned,Almost always,Quite excited,Extremely respectful,Almost always,Do not understand at all,Neither negative or positive,Frequently,Some support,Slightly unfair,Quite likely,A tremendous amount of respect,Neither helps nor hurts my learning,Frequently,Belong a little bit,Almost always,Quite difficult
stu-e9-200,y,Slightly concerned,Once in a while,Not at all excited,Somewhat respectful,Sometimes,Understand quite a bit,Neither negative or positive,Sometimes,No support at all,Slightly fair,Slightly likely,A little bit of respect,Hurts my learning a little bit,Almost never,Completely belong,Sometimes,Somewhat difficult
stu-e9-201,y,Not at all concerned,Almost never,Not at all excited,Slightly respectful,Frequently,Do not understand at all,Very negative,Once in a while,No support at all,Very unfair,Extremely likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong a little bit,Sometimes,Extremely difficult
stu-e9-203,y,Slightly concerned,Sometimes,Somewhat excited,Somewhat respectful,Almost always,Understand a little,Very negative,Almost always,Some support,Slightly unfair,Quite likely,Quite a bit of respect,Helps my learning some,Almost always,Do not belong at all,Once in a while,Somewhat difficult
stu-e9-205,y,Extremely concerned,Frequently,Quite excited,Extremely respectful,Almost never,Completely understand,Slightly positive,Almost never,Some support,Neither unfair or fair,Somewhat likely,Some respect,Helps my learning a little bit,Sometimes,Belong somewhat,Frequently,Somewhat difficult
stu-e9-212,y,Extremely concerned,Frequently,Extremely excited,Somewhat respectful,Sometimes,Understand quite a bit,Very positive,Sometimes,A little bit of support,Very fair,Slightly likely,A little bit of respect,Hurts my learning a tremendous amount,Once in a while,Belong somewhat,Once in a while,Somewhat difficult
stu-e9-214,y,Quite concerned,Frequently,Somewhat excited,Slightly respectful,Frequently,Do not understand at all,Slightly negative,Almost always,A tremendous amount of support,Very unfair,Somewhat likely,Quite a bit of respect,Neither helps nor hurts my learning,Almost always,Belong somewhat,Once in a while,Not at all difficult
stu-e9-215,y,Extremely concerned,Frequently,Quite excited,Somewhat respectful,Almost always,Understand somewhat,Slightly positive,Almost never,No support at all,Somewhat fair,Slightly likely,A little bit of respect,Hurts my learning some,Once in a while,Completely belong,Frequently,Extremely difficult
stu-e9-216,y,Extremely concerned,Sometimes,Slightly excited,Not at all respectful,Sometimes,Understand somewhat,Slightly positive,Almost never,A little bit of support,Neither unfair or fair,Quite likely,Some respect,Neither helps nor hurts my learning,Once in a while,Belong somewhat,Sometimes,Somewhat difficult
stu-e9-217,y,Somewhat concerned,Frequently,Quite excited,Extremely respectful,Frequently,Understand a little,Slightly negative,Almost always,A tremendous amount of support,Slightly unfair,Extremely likely,Quite a bit of respect,Helps my learning some,Almost always,Belong somewhat,Sometimes,Slightly difficult
stu-e9-218,y,Not at all concerned,Once in a while,Not at all excited,Slightly respectful,Frequently,Do not understand at all,Slightly negative,Almost never,Quite a bit of support,Somewhat unfair,Somewhat likely,Some respect,Helps my learning a little bit,Sometimes,Belong quite a bit,Once in a while,Somewhat difficult
stu-e9-221,y,Extremely concerned,Almost always,Somewhat excited,Somewhat respectful,Frequently,Do not understand at all,Very negative,Sometimes,Quite a bit of support,Very unfair,Somewhat likely,A little bit of respect,Hurts my learning a little bit,Almost always,Belong a little bit,Frequently,Slightly difficult
stu-e9-223,y,Somewhat concerned,Once in a while,Slightly excited,Somewhat respectful,Frequently,Understand somewhat,Neither negative or positive,Almost never,No support at all,Slightly fair,Slightly likely,A little bit of respect,Neither helps nor hurts my learning,Almost never,Belong quite a bit,Sometimes,Quite difficult
