"id","answered","concerned_teacher","how_teacher","again_teacher","respect_teacher","disrespectful_people","understand_people","energy_school","fights_students","support_adults","fair_rules","online_bully","respect_students","behavior_students","school_violence","belong_school","excited_teacher","adult_help"
stu-e1-95,y,Somewhat concerned,Once in a while,Slightly excited,Slightly respectful,Once in a while,Understand quite a bit,Neither negative or positive,Frequently,No support at all,Slightly fair,Slightly likely,A tremendous amount of respect,Helps my learning some,Once in a while,Belong somewhat,Once in a while,Extremely difficult
stu-e1-97,y,Extremely concerned,Almost always,Somewhat excited,Quite respectful,Frequently,Understand a little,Somewhat negative,Frequently,Some support,Neither unfair or fair,Quite likely,Quite a bit of respect,Helps my learning a little bit,Sometimes,Belong somewhat,Sometimes,Quite difficult
stu-e1-98,y,Extremely concerned,Sometimes,Somewhat excited,Quite respectful,Once in a while,Completely understand,Very positive,Once in a while,Quite a bit of support,Slightly fair,Somewhat likely,A little bit of respect,Hurts my learning a little bit,Once in a while,Belong somewhat,Almost always,Not at all difficult
stu-e1-99,y,Not at all concerned,Almost never,Not at all excited,Not at all respectful,Almost always,Do not understand at all,Neither negative or positive,Once in a while,No support at all,Neither unfair or fair,Somewhat likely,No respect at all,Hurts my learning a tremendous amount,Once in a while,Belong somewhat,Almost never,Quite difficult
stu-e1-104,y,Somewhat concerned,Sometimes,Somewhat excited,Slightly respectful,Frequently,Do not understand at all,Very negative,Sometimes,A tremendous amount of support,Somewhat unfair,Extremely likely,A little bit of respect,Hurts my learning a little bit,Sometimes,Belong a little bit,Sometimes,Not at all difficult
stu-e1-105,y,Not at all concerned,Almost never,Somewhat excited,Somewhat respectful,Almost always,Do not understand at all,Very negative,Almost never,No support at all,Somewhat unfair,Quite likely,Some respect,Helps my learning a little bit,Frequently,Belong a little bit,Sometimes,Somewhat difficult
stu-e1-109,y,Not at all concerned,Sometimes,Slightly excited,Slightly respectful,Sometimes,Understand a little,Slightly negative,Once in a while,No support at all,Very unfair,Quite likely,No respect at all,Hurts my learning some,Sometimes,Belong quite a bit,Sometimes,Extremely difficult
stu-e1-111,y,Not at all concerned,Sometimes,Somewhat excited,Somewhat respectful,Once in a while,Understand somewhat,Slightly negative,Frequently,A tremendous amount of support,Very unfair,Quite likely,Quite a bit of respect,Helps my learning a little bit,Sometimes,Belong quite a bit,Once in a while,Slightly difficult
stu-e1-114,y,Somewhat concerned,Sometimes,Quite excited,Somewhat respectful,Almost never,Completely understand,Very positive,Almost never,No support at all,Very fair,Slightly likely,No respect at all,Hurts my learning some,Almost never,Belong somewhat,Sometimes,Extremely difficult
stu-e1-116,y,Not at all concerned,Almost never,Slightly excited,Not at all respectful,Once in a while,Understand quite a bit,Neither negative or positive,Sometimes,Quite a bit of support,Slightly unfair,Somewhat likely,A little bit of respect,Neither helps nor hurts my learning,Almost always,Belong somewhat,Sometimes,Somewhat difficult
stu-e1-117,y,Extremely concerned,Sometimes,Slightly excited,Not at all respectful,Sometimes,Understand a little,Somewhat negative,Sometimes,A little bit of support,Slightly unfair,Extremely likely,A little bit of respect,Hurts my learning a tremendous amount,Sometimes,Belong somewhat,Almost never,Quite difficult
stu-e1-118,y,Somewhat concerned,Once in a while,Somewhat excited,Somewhat respectful,Once in a while,Understand somewhat,Slightly negative,Almost always,A little bit of support,Slightly unfair,Quite likely,Quite a bit of respect,Neither helps nor hurts my learning,Frequently,Belong a little bit,Once in a while,Extremely difficult
stu-e1-119,y,Slightly concerned,Once in a while,Somewhat excited,Slightly respectful,Frequently,Do not understand at all,Somewhat negative,Frequently,Some support,Neither unfair or fair,Extremely likely,A tremendous amount of respect,Helps my learning some,Once in a while,Belong somewhat,Sometimes,Slightly difficult
stu-e1-121,y,Not at all concerned,Sometimes,Somewhat excited,Slightly respectful,Once in a while,Understand quite a bit,Somewhat positive,Almost always,No support at all,Slightly fair,Slightly likely,Quite a bit of respect,Helps my learning a little bit,Sometimes,Belong somewhat,Sometimes,Somewhat difficult
stu-e1-124,y,Not at all concerned,Almost never,Somewhat excited,Slightly respectful,Almost never,Understand somewhat,Neither negative or positive,Sometimes,Some support,Neither unfair or fair,Quite likely,Quite a bit of respect,Helps my learning some,Once in a while,Belong quite a bit,Almost never,Quite difficult
stu-e1-125,y,Extremely concerned,Sometimes,Slightly excited,Slightly respectful,Almost always,Understand a little,Somewhat negative,Sometimes,No support at all,Somewhat unfair,Somewhat likely,A little bit of respect,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Once in a while,Somewhat difficult
stu-e1-129,y,Somewhat concerned,Once in a while,Somewhat excited,Somewhat respectful,Frequently,Do not understand at all,Somewhat negative,Frequently,A little bit of support,Neither unfair or fair,Extremely likely,A tremendous amount of respect,Helps my learning a tremendous amount,Sometimes,Belong quite a bit,Once in a while,Quite difficult
stu-e1-131,y,Extremely concerned,Almost always,Extremely excited,Somewhat respectful,Almost never,Understand somewhat,Neither negative or positive,Almost never,No support at all,Neither unfair or fair,Quite likely,Some respect,Neither helps nor hurts my learning,Once in a while,Completely belong,Once in a while,Extremely difficult
stu-e1-132,y,Somewhat concerned,Sometimes,Quite excited,Quite respectful,Sometimes,Understand quite a bit,Somewhat positive,Almost always,Some support,Very fair,Not at all likely,A tremendous amount of respect,Neither helps nor hurts my learning,Once in a while,Belong somewhat,Sometimes,Somewhat difficult
stu-e1-133,y,Somewhat concerned,Frequently,Somewhat excited,Somewhat respectful,Sometimes,Understand somewhat,Neither negative or positive,Almost always,A little bit of support,Slightly fair,Slightly likely,Quite a bit of respect,Neither helps nor hurts my learning,Once in a while,Belong somewhat,Once in a while,Somewhat difficult
stu-e1-134,y,Extremely concerned,Almost always,Quite excited,Extremely respectful,Almost always,Understand somewhat,Slightly negative,Frequently,A tremendous amount of support,Slightly unfair,Quite likely,Quite a bit of respect,Helps my learning some,Almost always,Do not belong at all,Almost always,Slightly difficult
stu-e1-135,y,Quite concerned,Almost always,Extremely excited,Somewhat respectful,Frequently,Understand a little,Slightly negative,Frequently,No support at all,Neither unfair or fair,Extremely likely,Quite a bit of respect,Neither helps nor hurts my learning,Frequently,Belong a little bit,Once in a while,Quite difficult
stu-e1-139,y,Not at all concerned,Sometimes,Slightly excited,Not at all respectful,Almost always,Do not understand at all,Slightly negative,Sometimes,A little bit of support,Neither unfair or fair,Quite likely,A little bit of respect,Hurts my learning a tremendous amount,Sometimes,Belong somewhat,Almost never,Quite difficult
stu-e1-142,y,Quite concerned,Frequently,Quite excited,Extremely respectful,Frequently,Do not understand at all,Slightly negative,Once in a while,No support at all,Slightly unfair,Quite likely,A little bit of respect,Hurts my learning a tremendous amount,Frequently,Do not belong at all,Sometimes,Quite difficult
stu-e1-144,y,Slightly concerned,Once in a while,Somewhat excited,Quite respectful,Sometimes,Understand somewhat,Slightly positive,Sometimes,A little bit of support,Slightly fair,Slightly likely,Quite a bit of respect,Neither helps nor hurts my learning,Sometimes,Belong quite a bit,Frequently,Extremely difficult
stu-e1-147,y,Quite concerned,Sometimes,Somewhat excited,Slightly respectful,Once in a while,Understand somewhat,Slightly negative,Frequently,Quite a bit of support,Somewhat unfair,Somewhat likely,Quite a bit of respect,Neither helps nor hurts my learning,Frequently,Belong a little bit,Sometimes,Slightly difficult
stu-e1-149,y,Extremely concerned,Sometimes,Quite excited,Quite respectful,Frequently,Understand somewhat,Slightly negative,Almost always,Quite a bit of support,Very unfair,Somewhat likely,Quite a bit of respect,Helps my learning a tremendous amount,Frequently,Do not belong at all,Frequently,Not at all difficult
stu-e1-150,y,Slightly concerned,Sometimes,Quite excited,Extremely respectful,Sometimes,Understand quite a bit,Neither negative or positive,Frequently,A tremendous amount of support,Neither unfair or fair,Not at all likely,A tremendous amount of respect,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Sometimes,Slightly difficult
stu-e1-153,y,Not at all concerned,Almost never,Somewhat excited,Quite respectful,Almost never,Understand quite a bit,Very positive,Once in a while,A little bit of support,Neither unfair or fair,Somewhat likely,Some respect,Hurts my learning a little bit,Once in a while,Belong quite a bit,Frequently,Somewhat difficult
stu-e1-154,y,Quite concerned,Frequently,Somewhat excited,Slightly respectful,Almost always,Do not understand at all,Neither negative or positive,Almost never,Quite a bit of support,Slightly fair,Somewhat likely,A little bit of respect,Neither helps nor hurts my learning,Sometimes,Belong a little bit,Sometimes,Slightly difficult
stu-e1-155,y,Not at all concerned,Almost never,Somewhat excited,Quite respectful,Once in a while,Understand somewhat,Slightly positive,Frequently,A little bit of support,Very fair,Quite likely,A tremendous amount of respect,Helps my learning a tremendous amount,Sometimes,Belong quite a bit,Almost always,Somewhat difficult
stu-e1-156,y,Not at all concerned,Almost never,Slightly excited,Somewhat respectful,Almost never,Understand somewhat,Slightly positive,Sometimes,A tremendous amount of support,Slightly fair,Somewhat likely,A little bit of respect,Hurts my learning a little bit,Once in a while,Completely belong,Frequently,Somewhat difficult
stu-e1-161,y,Slightly concerned,Once in a while,Somewhat excited,Slightly respectful,Almost never,Understand quite a bit,Very positive,Almost always,No support at all,Very fair,Not at all likely,A tremendous amount of respect,Neither helps nor hurts my learning,Almost never,Completely belong,Once in a while,Quite difficult
stu-e1-162,y,Slightly concerned,Sometimes,Somewhat excited,Somewhat respectful,Sometimes,Understand somewhat,Slightly positive,Once in a while,Quite a bit of support,Slightly fair,Quite likely,A little bit of respect,Neither helps nor hurts my learning,Sometimes,Belong a little bit,Frequently,Somewhat difficult
stu-e1-163,y,Extremely concerned,Frequently,Extremely excited,Somewhat respectful,Almost never,Understand somewhat,Neither negative or positive,Sometimes,Quite a bit of support,Slightly unfair,Slightly likely,Quite a bit of respect,Helps my learning a little bit,Sometimes,Belong quite a bit,Frequently,Not at all difficult
stu-e1-166,y,Extremely concerned,Almost always,Somewhat excited,Somewhat respectful,Almost never,Understand quite a bit,Very positive,Once in a while,A tremendous amount of support,Very fair,Not at all likely,A little bit of respect,Hurts my learning a tremendous amount,Sometimes,Belong quite a bit,Frequently,Slightly difficult
stu-e1-171,y,Quite concerned,Almost always,Somewhat excited,Quite respectful,Frequently,Understand a little,Very negative,Almost always,No support at all,Very unfair,Extremely likely,Some respect,Neither helps nor hurts my learning,Almost always,Belong somewhat,Sometimes,Extremely difficult
stu-e1-173,y,Quite concerned,Frequently,Quite excited,Somewhat respectful,Frequently,Understand somewhat,Slightly negative,Almost always,Some support,Slightly unfair,Somewhat likely,Some respect,Hurts my learning a little bit,Almost always,Do not belong at all,Sometimes,Quite difficult
stu-e1-177,y,Somewhat concerned,Sometimes,Slightly excited,Slightly respectful,Almost always,Understand somewhat,Slightly negative,Sometimes,A tremendous amount of support,Slightly unfair,Somewhat likely,A little bit of respect,Hurts my learning a tremendous amount,Frequently,Do not belong at all,Almost never,Slightly difficult
stu-e1-179,y,Extremely concerned,Almost always,Extremely excited,Extremely respectful,Frequently,Understand a little,Neither negative or positive,Sometimes,A tremendous amount of support,Neither unfair or fair,Extremely likely,A little bit of respect,Hurts my learning some,Once in a while,Completely belong,Frequently,Slightly difficult
stu-e1-180,y,Not at all concerned,Once in a while,Not at all excited,Not at all respectful,Sometimes,Understand quite a bit,Neither negative or positive,Frequently,No support at all,Slightly unfair,Somewhat likely,Some respect,Helps my learning a little bit,Almost always,Do not belong at all,Once in a while,Quite difficult
stu-e1-182,y,Not at all concerned,Once in a while,Not at all excited,Not at all respectful,Once in a while,Understand quite a bit,Somewhat positive,Frequently,Quite a bit of support,Slightly fair,Somewhat likely,Quite a bit of respect,Neither helps nor hurts my learning,Sometimes,Belong quite a bit,Sometimes,Somewhat difficult
stu-e1-184,y,Not at all concerned,Sometimes,Quite excited,Quite respectful,Almost always,Understand somewhat,Neither negative or positive,Almost always,A little bit of support,Slightly fair,Slightly likely,Quite a bit of respect,Helps my learning a little bit,Sometimes,Belong quite a bit,Almost always,Extremely difficult
stu-e1-185,y,Not at all concerned,Almost never,Somewhat excited,Slightly respectful,Almost never,Understand quite a bit,Very positive,Frequently,Some support,Neither unfair or fair,Somewhat likely,Quite a bit of respect,Helps my learning some,Frequently,Belong a little bit,Once in a while,Slightly difficult
stu-e1-189,y,Extremely concerned,Sometimes,Quite excited,Quite respectful,Sometimes,Understand a little,Somewhat negative,Sometimes,A tremendous amount of support,Somewhat unfair,Somewhat likely,Quite a bit of respect,Helps my learning some,Almost always,Do not belong at all,Almost always,Not at all difficult
stu-e1-192,y,Slightly concerned,Almost never,Slightly excited,Slightly respectful,Sometimes,Understand quite a bit,Neither negative or positive,Once in a while,Quite a bit of support,Slightly fair,Not at all likely,A little bit of respect,Hurts my learning a tremendous amount,Almost never,Belong somewhat,Once in a while,Somewhat difficult
stu-e1-193,y,Slightly concerned,Almost never,Slightly excited,Not at all respectful,Frequently,Do not understand at all,Very negative,Sometimes,No support at all,Slightly unfair,Quite likely,Quite a bit of respect,Neither helps nor hurts my learning,Sometimes,Belong a little bit,Once in a while,Somewhat difficult
stu-e1-194,y,Somewhat concerned,Frequently,Quite excited,Extremely respectful,Almost always,Do not understand at all,Slightly negative,Once in a while,A little bit of support,Very unfair,Quite likely,A little bit of respect,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Almost always,Somewhat difficult
stu-e1-197,y,Somewhat concerned,Once in a while,Not at all excited,Somewhat respectful,Almost always,Understand somewhat,Neither negative or positive,Almost never,A tremendous amount of support,Slightly unfair,Somewhat likely,A little bit of respect,Hurts my learning a little bit,Sometimes,Belong somewhat,Frequently,Somewhat difficult
stu-e1-198,y,Slightly concerned,Once in a while,Slightly excited,Slightly respectful,Almost always,Do not understand at all,Neither negative or positive,Once in a while,A little bit of support,Slightly unfair,Extremely likely,A little bit of respect,Hurts my learning a little bit,Almost always,Belong a little bit,Almost never,Extremely difficult
stu-e1-200,y,Slightly concerned,Sometimes,Slightly excited,Not at all respectful,Sometimes,Understand somewhat,Slightly negative,Almost always,Some support,Slightly unfair,Quite likely,A tremendous amount of respect,Helps my learning a tremendous amount,Almost always,Do not belong at all,Sometimes,Slightly difficult
stu-e1-201,y,Somewhat concerned,Once in a while,Not at all excited,Slightly respectful,Sometimes,Understand somewhat,Slightly positive,Frequently,A tremendous amount of support,Somewhat fair,Quite likely,Some respect,Helps my learning a little bit,Almost never,Completely belong,Almost never,Slightly difficult
stu-e1-203,y,Not at all concerned,Once in a while,Not at all excited,Slightly respectful,Almost always,Understand somewhat,Slightly negative,Frequently,A little bit of support,Somewhat unfair,Somewhat likely,A tremendous amount of respect,Helps my learning a tremendous amount,Almost always,Belong a little bit,Once in a while,Somewhat difficult
stu-e1-209,y,Quite concerned,Almost always,Somewhat excited,Slightly respectful,Sometimes,Understand a little,Very negative,Sometimes,A tremendous amount of support,Somewhat unfair,Quite likely,Some respect,Helps my learning a little bit,Almost always,Do not belong at all,Once in a while,Somewhat difficult
stu-e1-210,y,Extremely concerned,Frequently,Somewhat excited,Somewhat respectful,Sometimes,Understand somewhat,Slightly positive,Once in a while,A tremendous amount of support,Somewhat fair,Somewhat likely,A little bit of respect,Hurts my learning a little bit,Sometimes,Belong quite a bit,Frequently,Not at all difficult
stu-e1-211,y,Somewhat concerned,Frequently,Quite excited,Extremely respectful,Sometimes,Understand somewhat,Slightly negative,Sometimes,No support at all,Neither unfair or fair,Somewhat likely,Quite a bit of respect,Helps my learning some,Sometimes,Belong somewhat,Frequently,Somewhat difficult
stu-e1-212,y,Quite concerned,Almost always,Extremely excited,Quite respectful,Almost always,Do not understand at all,Very negative,Almost never,Quite a bit of support,Neither unfair or fair,Extremely likely,A little bit of respect,Hurts my learning some,Once in a while,Belong somewhat,Sometimes,Slightly difficult
stu-e1-214,y,Quite concerned,Frequently,Quite excited,Quite respectful,Once in a while,Understand quite a bit,Very positive,Once in a while,Quite a bit of support,Neither unfair or fair,Somewhat likely,No respect at all,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Almost always,Slightly difficult
stu-e1-216,y,Slightly concerned,Sometimes,Quite excited,Somewhat respectful,Once in a while,Understand somewhat,Neither negative or positive,Once in a while,No support at all,Neither unfair or fair,Somewhat likely,A little bit of respect,Hurts my learning a tremendous amount,Once in a while,Completely belong,Once in a while,Extremely difficult
