id,answered,concerned_teacher,how_teacher,again_teacher,respect_teacher,disrespectful_people,understand_people,energy_school,fights_students,support_adults,fair_rules,online_bully,respect_students,behavior_students,school_violence,belong_school,excited_teacher,adult_help
stu-e3-43,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-44,y,Slightly concerned,Once in a while,Not at all excited,Slightly respectful,Frequently,Understand a little,Neither negative or positive,Almost never,Quite a bit of support,Neither unfair or fair,Somewhat likely,A little bit of respect,Hurts my learning a little bit,Frequently,Belong somewhat,Once in a while,Somewhat difficult
stu-e3-45,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-46,y,Somewhat concerned,Once in a while,Somewhat excited,Quite respectful,Almost always,Understand somewhat,Slightly positive,Sometimes,No support at all,Somewhat fair,Quite likely,Some respect,Neither helps nor hurts my learning,Once in a while,Belong quite a bit,Frequently,Somewhat difficult
stu-e3-47,y,Not at all concerned,Almost never,Slightly excited,Not at all respectful,Frequently,Understand a little,Somewhat negative,Once in a while,A little bit of support,Very unfair,Quite likely,No respect at all,Hurts my learning a tremendous amount,Frequently,Belong somewhat,Sometimes,Extremely difficult
stu-e3-48,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-49,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-50,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-51,y,Not at all concerned,Sometimes,Quite excited,Quite respectful,Sometimes,Understand somewhat,Slightly positive,Frequently,No support at all,Somewhat fair,Somewhat likely,Some respect,Helps my learning a little bit,Almost never,Completely belong,Sometimes,Quite difficult
stu-e3-52,y,Quite concerned,Almost always,Somewhat excited,Slightly respectful,Once in a while,Completely understand,Very positive,Frequently,Some support,Very fair,Slightly likely,Some respect,Neither helps nor hurts my learning,Almost never,Completely belong,Almost never,Somewhat difficult
stu-e3-53,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-54,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-55,y,Slightly concerned,Almost never,Somewhat excited,Somewhat respectful,Once in a while,Understand quite a bit,Somewhat positive,Sometimes,A tremendous amount of support,Neither unfair or fair,Not at all likely,Quite a bit of respect,Helps my learning a tremendous amount,Frequently,Belong somewhat,Frequently,Somewhat difficult
stu-e3-56,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-57,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-58,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-59,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-60,y,Slightly concerned,Once in a while,Not at all excited,Slightly respectful,Once in a while,Understand quite a bit,Neither negative or positive,Once in a while,No support at all,Slightly fair,Slightly likely,Some respect,Hurts my learning a little bit,Once in a while,Belong quite a bit,Sometimes,Extremely difficult
stu-e3-61,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-62,y,Not at all concerned,Once in a while,Slightly excited,Slightly respectful,Sometimes,Understand a little,Very negative,Frequently,No support at all,Slightly unfair,Quite likely,A tremendous amount of respect,Helps my learning some,Sometimes,Belong a little bit,Sometimes,Quite difficult
stu-e3-63,y,Slightly concerned,Once in a while,Slightly excited,Not at all respectful,Once in a while,Completely understand,Neither negative or positive,Almost always,No support at all,Slightly fair,Somewhat likely,Quite a bit of respect,Helps my learning a tremendous amount,Once in a while,Belong quite a bit,Almost never,Somewhat difficult
stu-e3-64,y,Quite concerned,Frequently,Somewhat excited,Slightly respectful,Frequently,Do not understand at all,Slightly negative,Almost always,A tremendous amount of support,Neither unfair or fair,Extremely likely,Quite a bit of respect,Helps my learning a little bit,Once in a while,Belong somewhat,Sometimes,Not at all difficult
stu-e3-65,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-66,y,Slightly concerned,Almost never,Somewhat excited,Somewhat respectful,Once in a while,Understand quite a bit,Very positive,Once in a while,Some support,Slightly fair,Somewhat likely,Some respect,Hurts my learning a little bit,Almost never,Completely belong,Frequently,Somewhat difficult
stu-e3-67,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-68,y,Extremely concerned,Almost always,Extremely excited,Extremely respectful,Frequently,Understand a little,Neither negative or positive,Almost never,A little bit of support,Slightly fair,Somewhat likely,No respect at all,Hurts my learning a tremendous amount,Almost never,Belong somewhat,Frequently,Somewhat difficult
stu-e3-69,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-70,y,Extremely concerned,Frequently,Extremely excited,Quite respectful,Frequently,Do not understand at all,Neither negative or positive,Almost never,No support at all,Neither unfair or fair,Quite likely,No respect at all,Hurts my learning a little bit,Sometimes,Belong somewhat,Sometimes,Extremely difficult
stu-e3-71,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-72,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-73,y,Extremely concerned,Frequently,Extremely excited,Quite respectful,Almost never,Completely understand,Slightly positive,Almost always,Some support,Very fair,Not at all likely,Quite a bit of respect,Helps my learning a tremendous amount,Sometimes,Belong somewhat,Almost always,Quite difficult
stu-e3-74,y,Extremely concerned,Almost always,Extremely excited,Quite respectful,Once in a while,Completely understand,Very positive,Frequently,A little bit of support,Very fair,Not at all likely,Some respect,Helps my learning a little bit,Almost never,Belong quite a bit,Almost always,Quite difficult
stu-e3-75,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-76,y,Somewhat concerned,Frequently,Quite excited,Extremely respectful,Once in a while,Understand somewhat,Slightly positive,Frequently,A little bit of support,Slightly fair,Somewhat likely,Some respect,Neither helps nor hurts my learning,Almost never,Completely belong,Frequently,Extremely difficult
stu-e3-77,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-78,y,Somewhat concerned,Sometimes,Slightly excited,Somewhat respectful,Sometimes,Understand quite a bit,Slightly positive,Almost never,No support at all,Somewhat fair,Slightly likely,Some respect,Helps my learning a little bit,Almost never,Completely belong,Sometimes,Extremely difficult
stu-e3-79,y,Somewhat concerned,Frequently,Extremely excited,Quite respectful,Almost always,Do not understand at all,Slightly negative,Frequently,A tremendous amount of support,Very unfair,Quite likely,Some respect,Helps my learning a little bit,Frequently,Do not belong at all,Sometimes,Somewhat difficult
stu-e3-80,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-81,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-82,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-83,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-84,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-85,y,Slightly concerned,Almost never,Not at all excited,Slightly respectful,Frequently,Understand somewhat,Neither negative or positive,Frequently,No support at all,Neither unfair or fair,Quite likely,A tremendous amount of respect,Helps my learning some,Frequently,Do not belong at all,Almost never,Somewhat difficult
stu-e3-86,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-87,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-88,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-89,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-90,y,Quite concerned,Almost always,Somewhat excited,Quite respectful,Almost never,Understand somewhat,Slightly negative,Frequently,A little bit of support,Slightly unfair,Slightly likely,Some respect,Helps my learning a little bit,Almost always,Do not belong at all,Almost always,Quite difficult
stu-e3-91,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-92,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-93,y,Quite concerned,Almost always,Somewhat excited,Slightly respectful,Sometimes,Understand quite a bit,Neither negative or positive,Almost never,Quite a bit of support,Slightly fair,Slightly likely,A little bit of respect,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Once in a while,Not at all difficult
stu-e3-94,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-95,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-96,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-97,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-98,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-99,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-100,y,Slightly concerned,Sometimes,Somewhat excited,Quite respectful,Frequently,Understand somewhat,Slightly negative,Once in a while,A little bit of support,Very unfair,Slightly likely,No respect at all,Neither helps nor hurts my learning,Almost always,Belong a little bit,Almost always,Extremely difficult
stu-e3-101,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-102,y,Quite concerned,Frequently,Extremely excited,Somewhat respectful,Once in a while,Understand somewhat,Neither negative or positive,Sometimes,Quite a bit of support,Neither unfair or fair,Slightly likely,Some respect,Helps my learning a little bit,Once in a while,Belong quite a bit,Frequently,Slightly difficult
stu-e3-103,y,Not at all concerned,Once in a while,Slightly excited,Somewhat respectful,Frequently,Understand a little,Very negative,Almost never,Some support,Very unfair,Quite likely,No respect at all,Hurts my learning a tremendous amount,Almost always,Belong a little bit,Once in a while,Somewhat difficult
stu-e3-104,y,Quite concerned,Sometimes,Quite excited,Quite respectful,Once in a while,Completely understand,Neither negative or positive,Frequently,No support at all,Neither unfair or fair,Somewhat likely,Quite a bit of respect,Neither helps nor hurts my learning,Frequently,Belong a little bit,Sometimes,Extremely difficult
stu-e3-105,y,Slightly concerned,Once in a while,Somewhat excited,Somewhat respectful,Almost always,Understand somewhat,Slightly negative,Almost always,Some support,Slightly unfair,Somewhat likely,Some respect,Helps my learning a little bit,Sometimes,Belong a little bit,Frequently,Somewhat difficult
stu-e3-106,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-107,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-108,y,Somewhat concerned,Once in a while,Slightly excited,Not at all respectful,Once in a while,Completely understand,Neither negative or positive,Sometimes,No support at all,Neither unfair or fair,Somewhat likely,A little bit of respect,Hurts my learning a tremendous amount,Frequently,Do not belong at all,Sometimes,Quite difficult
stu-e3-109,y,Not at all concerned,Once in a while,Somewhat excited,Quite respectful,Almost never,Completely understand,Slightly positive,Frequently,A little bit of support,Neither unfair or fair,Somewhat likely,A tremendous amount of respect,Helps my learning a tremendous amount,Frequently,Do not belong at all,Sometimes,Somewhat difficult
stu-e3-110,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-111,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-112,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-113,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-114,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-115,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-116,y,Quite concerned,Sometimes,Slightly excited,Not at all respectful,Once in a while,Understand somewhat,Slightly negative,Almost never,A tremendous amount of support,Somewhat unfair,Somewhat likely,A little bit of respect,Neither helps nor hurts my learning,Sometimes,Belong quite a bit,Almost never,Somewhat difficult
stu-e3-117,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-118,y,Not at all concerned,Sometimes,Somewhat excited,Quite respectful,Sometimes,Understand a little,Somewhat negative,Almost never,A little bit of support,Slightly unfair,Extremely likely,No respect at all,Neither helps nor hurts my learning,Sometimes,Belong a little bit,Frequently,Somewhat difficult
stu-e3-119,y,Somewhat concerned,Once in a while,Slightly excited,Slightly respectful,Frequently,Understand a little,Somewhat negative,Almost never,No support at all,Somewhat unfair,Quite likely,A little bit of respect,Hurts my learning a little bit,Almost always,Belong somewhat,Once in a while,Quite difficult
stu-e3-120,y,Not at all concerned,Sometimes,Somewhat excited,Quite respectful,Once in a while,Understand quite a bit,Slightly positive,Sometimes,A little bit of support,Slightly fair,Slightly likely,Quite a bit of respect,Helps my learning some,Almost never,Belong somewhat,Sometimes,Extremely difficult
stu-e3-121,y,Quite concerned,Almost always,Extremely excited,Quite respectful,Sometimes,Understand somewhat,Slightly negative,Once in a while,A tremendous amount of support,Very unfair,Slightly likely,Some respect,Hurts my learning a little bit,Frequently,Belong somewhat,Sometimes,Somewhat difficult
stu-e3-122,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-123,y,Not at all concerned,Sometimes,Quite excited,Extremely respectful,Once in a while,Understand quite a bit,Slightly positive,Sometimes,Some support,Slightly fair,Not at all likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Frequently,Quite difficult
stu-e3-124,y,Quite concerned,Almost always,Extremely excited,Extremely respectful,Once in a while,Completely understand,Somewhat positive,Once in a while,No support at all,Somewhat fair,Not at all likely,No respect at all,Hurts my learning a tremendous amount,Once in a while,Completely belong,Frequently,Extremely difficult
stu-e3-125,y,Somewhat concerned,Once in a while,Somewhat excited,Slightly respectful,Frequently,Understand a little,Neither negative or positive,Frequently,Some support,Neither unfair or fair,Quite likely,Quite a bit of respect,Neither helps nor hurts my learning,Once in a while,Completely belong,Once in a while,Somewhat difficult
stu-e3-126,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-127,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-128,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-129,y,Somewhat concerned,Frequently,Quite excited,Somewhat respectful,Almost always,Understand a little,Very negative,Sometimes,Some support,Somewhat unfair,Quite likely,A little bit of respect,Hurts my learning some,Almost always,Do not belong at all,Once in a while,Slightly difficult
stu-e3-130,y,Not at all concerned,Once in a while,Slightly excited,Somewhat respectful,Almost never,Understand somewhat,Neither negative or positive,Almost always,Some support,Slightly fair,Quite likely,A tremendous amount of respect,Neither helps nor hurts my learning,Once in a while,Completely belong,Once in a while,Somewhat difficult
stu-e3-131,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-132,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-133,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-134,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-135,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-136,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-137,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-138,y,Extremely concerned,Almost always,Somewhat excited,Quite respectful,Once in a while,Understand quite a bit,Somewhat positive,Once in a while,A little bit of support,Neither unfair or fair,Somewhat likely,No respect at all,Neither helps nor hurts my learning,Once in a while,Completely belong,Sometimes,Extremely difficult
stu-e3-139,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-140,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-141,y,Extremely concerned,Sometimes,Somewhat excited,Quite respectful,Frequently,Do not understand at all,Very negative,Once in a while,A tremendous amount of support,Neither unfair or fair,Quite likely,Some respect,Hurts my learning a little bit,Once in a while,Belong quite a bit,Sometimes,Not at all difficult
stu-e3-142,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-143,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-144,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-145,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-146,y,Extremely concerned,Frequently,Quite excited,Extremely respectful,Almost always,Understand a little,Slightly negative,Once in a while,A little bit of support,Neither unfair or fair,Somewhat likely,No respect at all,Hurts my learning some,Frequently,Belong somewhat,Frequently,Somewhat difficult
stu-e3-147,y,Slightly concerned,Sometimes,Quite excited,Somewhat respectful,Sometimes,Understand a little,Neither negative or positive,Almost always,A tremendous amount of support,Slightly unfair,Extremely likely,Quite a bit of respect,Helps my learning a tremendous amount,Almost always,Belong a little bit,Sometimes,Somewhat difficult
stu-e3-148,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-149,y,Quite concerned,Almost always,Somewhat excited,Quite respectful,Frequently,Understand somewhat,Neither negative or positive,Once in a while,Quite a bit of support,Slightly unfair,Slightly likely,A little bit of respect,Hurts my learning a tremendous amount,Sometimes,Belong somewhat,Almost always,Not at all difficult
stu-e3-150,y,Extremely concerned,Sometimes,Somewhat excited,Quite respectful,Almost never,Completely understand,Very positive,Frequently,No support at all,Somewhat fair,Somewhat likely,Quite a bit of respect,Helps my learning a tremendous amount,Sometimes,Belong quite a bit,Frequently,Quite difficult
stu-e3-151,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-152,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-153,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-154,y,Somewhat concerned,Frequently,Extremely excited,Somewhat respectful,Almost never,Understand somewhat,Neither negative or positive,Almost never,A tremendous amount of support,Slightly unfair,Quite likely,A little bit of respect,Hurts my learning some,Frequently,Belong a little bit,Sometimes,Not at all difficult
stu-e3-155,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-156,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-157,y,Slightly concerned,Once in a while,Not at all excited,Not at all respectful,Almost never,Understand somewhat,Slightly negative,Frequently,No support at all,Slightly unfair,Somewhat likely,Quite a bit of respect,Helps my learning some,Almost always,Belong somewhat,Sometimes,Quite difficult
stu-e3-158,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-159,y,Quite concerned,Sometimes,Slightly excited,Not at all respectful,Almost always,Understand somewhat,Slightly negative,Once in a while,A tremendous amount of support,Very unfair,Quite likely,A little bit of respect,Hurts my learning a little bit,Frequently,Do not belong at all,Sometimes,Somewhat difficult
stu-e3-160,y,Extremely concerned,Frequently,Quite excited,Somewhat respectful,Once in a while,Understand quite a bit,Slightly positive,Almost never,No support at all,Very fair,Not at all likely,Some respect,Hurts my learning a little bit,Almost never,Belong somewhat,Sometimes,Quite difficult
stu-e3-161,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-162,y,Extremely concerned,Sometimes,Slightly excited,Not at all respectful,Frequently,Understand somewhat,Neither negative or positive,Frequently,A tremendous amount of support,Slightly fair,Quite likely,Quite a bit of respect,Helps my learning a little bit,Almost never,Belong somewhat,Once in a while,Not at all difficult
stu-e3-163,y,Quite concerned,Frequently,Quite excited,Somewhat respectful,Almost always,Understand a little,Somewhat negative,Almost never,No support at all,Neither unfair or fair,Somewhat likely,A little bit of respect,Hurts my learning a little bit,Frequently,Do not belong at all,Frequently,Somewhat difficult
stu-e3-164,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-165,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-166,y,Somewhat concerned,Once in a while,Somewhat excited,Somewhat respectful,Once in a while,Understand somewhat,Slightly negative,Almost always,A little bit of support,Somewhat unfair,Quite likely,A tremendous amount of respect,Neither helps nor hurts my learning,Sometimes,Belong quite a bit,Sometimes,Quite difficult
stu-e3-167,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-168,y,Not at all concerned,Once in a while,Not at all excited,Somewhat respectful,Once in a while,Completely understand,Neither negative or positive,Almost always,A tremendous amount of support,Neither unfair or fair,Slightly likely,Some respect,Helps my learning a little bit,Frequently,Belong a little bit,Once in a while,Not at all difficult
stu-e3-169,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e3-170,y,Somewhat concerned,Sometimes,Quite excited,Somewhat respectful,Almost never,Understand quite a bit,Very positive,Frequently,A tremendous amount of support,Somewhat fair,Not at all likely,Some respect,Helps my learning a little bit,Almost never,Belong somewhat,Once in a while,Not at all difficult
