"id","answered","respect_teacher","concerned_teacher","visit_teachers","how_teacher","again_teacher","disrespectful_people","understand_people","energy_school","fights_students","connected_adults","space_school","online_bully","respect_students","fair_rules","school_violence","matter_others","behavior_students","adult_help","belong_school","excited_teachers","unfair_adults","teachers_race","think_race","honest_race","encourage_race","share_race","often_race","adults_race","school_race"
stu-h1-56,y,Most of my teachers,Most of my teachers,Most of my teachers,About half of my teachers,Most of my teachers,Frequently,Understand somewhat,Neither negative or positive,Frequently,Slightly connected,Slightly pleasant,Somewhat likely,Some respect,Slightly fair,Almost never,Matter somewhat,Hurts my learning a little bit,Extremely difficult,Belong quite a bit,Sometimes,Quite unfairly,Frequently,Frequently,Not at all confident,Almost always,Somewhat comfortable,Once in a while,Once in a while,Somewhat well
stu-h1-57,y,None of my teachers,None of my teachers,None of my teachers,None of my teachers,About half of my teachers,Sometimes,Understand somewhat,Slightly positive,Once in a while,Extremely connected,Neither pleasant or unpleasant,Slightly likely,A tremendous amount of respect,Neither unfair or fair,Sometimes,Matter a little bit,Helps my learning some,Somewhat difficult,Do not belong at all,Sometimes,Somewhat unfairly,Once in a while,Sometimes,Quite confident,Once in a while,Somewhat comfortable,Almost always,Frequently,Slightly well
stu-h1-58,y,About half of my teachers,Most of my teachers,Most of my teachers,All of my teachers,All of my teachers,Sometimes,Understand somewhat,Neither negative or positive,Once in a while,Quite connected,Neither pleasant or unpleasant,Slightly likely,Quite a bit of respect,Slightly fair,Almost never,Matter somewhat,Helps my learning a little bit,Not at all difficult,Belong quite a bit,Almost always,Slightly unfairly,Sometimes,Almost never,Somewhat confident,Sometimes,Slightly comfortable,Sometimes,Sometimes,Quite well
stu-h1-59,y,About half of my teachers,Most of my teachers,All of my teachers,Most of my teachers,Most of my teachers,Once in a while,Completely understand,Neither negative or positive,Once in a while,Somewhat connected,Slightly unpleasant,Not at all likely,Quite a bit of respect,Somewhat unfair,Frequently,Do not matter at all,Helps my learning a tremendous amount,Quite difficult,Belong somewhat,Almost always,Extremely unfairly,Almost always,Almost never,Somewhat confident,Once in a while,Quite comfortable,Sometimes,Almost never,Somewhat well
stu-h1-63,y,A few of my teachers,About half of my teachers,Most of my teachers,Most of my teachers,All of my teachers,Sometimes,Understand a little,Slightly negative,Frequently,Slightly connected,Slightly unpleasant,Extremely likely,A little bit of respect,Somewhat unfair,Almost always,Matter somewhat,Hurts my learning a little bit,Quite difficult,Belong somewhat,Sometimes,Somewhat unfairly,Frequently,Almost never,Somewhat confident,Sometimes,Somewhat comfortable,Once in a while,Sometimes,Quite well
stu-h1-68,y,A few of my teachers,A few of my teachers,None of my teachers,None of my teachers,About half of my teachers,Almost never,Understand quite a bit,Neither negative or positive,Once in a while,Quite connected,Slightly pleasant,Slightly likely,Some respect,Slightly fair,Once in a while,Matter a tremendous amount,Helps my learning a little bit,Slightly difficult,Belong quite a bit,Sometimes,Slightly unfairly,Frequently,Almost always,Quite confident,Frequently,Quite comfortable,Frequently,Almost always,Somewhat well
stu-h1-69,y,About half of my teachers,A few of my teachers,About half of my teachers,A few of my teachers,None of my teachers,Almost always,Do not understand at all,Neither negative or positive,Frequently,Somewhat connected,Neither pleasant or unpleasant,Extremely likely,No respect at all,Slightly fair,Once in a while,Matter a tremendous amount,Neither helps nor hurts my learning,Slightly difficult,Belong quite a bit,Almost never,Somewhat unfairly,Almost never,Once in a while,Somewhat confident,Almost always,Not at all comfortable,Sometimes,Frequently,Quite well
stu-h1-70,y,About half of my teachers,Most of my teachers,Most of my teachers,About half of my teachers,A few of my teachers,Almost always,Understand a little,Somewhat negative,Almost always,Not at all connected,Somewhat unpleasant,Somewhat likely,No respect at all,Neither unfair or fair,Sometimes,Matter a little bit,Neither helps nor hurts my learning,Extremely difficult,Do not belong at all,Once in a while,Extremely unfairly,Almost never,Once in a while,Quite confident,Sometimes,Not at all comfortable,Frequently,Sometimes,Slightly well
stu-h1-73,y,About half of my teachers,Most of my teachers,About half of my teachers,About half of my teachers,A few of my teachers,Almost always,Understand a little,Very negative,Sometimes,Somewhat connected,Somewhat unpleasant,Quite likely,Some respect,Slightly unfair,Almost always,Matter somewhat,Helps my learning a little bit,Slightly difficult,Belong a little bit,Almost never,Somewhat unfairly,Sometimes,Almost always,Extremely confident,Almost never,Somewhat comfortable,Sometimes,Once in a while,Slightly well
stu-h1-74,y,A few of my teachers,About half of my teachers,Most of my teachers,Most of my teachers,About half of my teachers,Almost always,Do not understand at all,Very negative,Sometimes,Somewhat connected,Very unpleasant,Somewhat likely,A little bit of respect,Neither unfair or fair,Frequently,Do not matter at all,Neither helps nor hurts my learning,Quite difficult,Belong somewhat,Frequently,Somewhat unfairly,Frequently,Almost always,Slightly confident,Frequently,Quite comfortable,Sometimes,Sometimes,Somewhat well
stu-h1-75,y,None of my teachers,About half of my teachers,Most of my teachers,About half of my teachers,About half of my teachers,Once in a while,Understand somewhat,Slightly negative,Frequently,Not at all connected,Slightly unpleasant,Slightly likely,Some respect,Slightly unfair,Almost always,Matter a little bit,Neither helps nor hurts my learning,Extremely difficult,Do not belong at all,Sometimes,Quite unfairly,Frequently,Once in a while,Quite confident,Sometimes,Quite comfortable,Frequently,Sometimes,Slightly well
stu-h1-77,y,Most of my teachers,Most of my teachers,Most of my teachers,All of my teachers,About half of my teachers,Sometimes,Understand quite a bit,Very positive,Once in a while,Quite connected,Very pleasant,Slightly likely,Quite a bit of respect,Slightly fair,Almost never,Matter quite a bit,Neither helps nor hurts my learning,Somewhat difficult,Belong quite a bit,Sometimes,Slightly unfairly,Once in a while,Sometimes,Quite confident,Frequently,Slightly comfortable,Sometimes,Frequently,Quite well
stu-h1-78,y,A few of my teachers,About half of my teachers,Most of my teachers,All of my teachers,About half of my teachers,Frequently,Understand somewhat,Slightly positive,Sometimes,Quite connected,Very pleasant,Somewhat likely,A little bit of respect,Slightly fair,Almost never,Matter quite a bit,Hurts my learning a tremendous amount,Somewhat difficult,Belong quite a bit,Sometimes,Quite unfairly,Once in a while,Almost always,Not at all confident,Sometimes,Slightly comfortable,Almost never,Sometimes,Quite well
stu-h1-79,y,A few of my teachers,About half of my teachers,A few of my teachers,A few of my teachers,About half of my teachers,Almost always,Do not understand at all,Very negative,Almost always,Somewhat connected,Slightly unpleasant,Extremely likely,A little bit of respect,Neither unfair or fair,Once in a while,Matter quite a bit,Hurts my learning a little bit,Quite difficult,Completely belong,Frequently,Somewhat unfairly,Sometimes,Sometimes,Slightly confident,Frequently,Quite comfortable,Once in a while,Frequently,Quite well
stu-h1-80,y,Most of my teachers,Most of my teachers,All of my teachers,About half of my teachers,A few of my teachers,Sometimes,Understand quite a bit,Slightly positive,Once in a while,Somewhat connected,Very pleasant,Somewhat likely,Some respect,Neither unfair or fair,Sometimes,Matter quite a bit,Hurts my learning a little bit,Somewhat difficult,Belong somewhat,Almost never,Quite unfairly,Sometimes,Frequently,Slightly confident,Once in a while,Quite comfortable,Sometimes,Once in a while,Slightly well
stu-h1-81,y,None of my teachers,None of my teachers,A few of my teachers,None of my teachers,A few of my teachers,Frequently,Understand a little,Somewhat negative,Almost always,Not at all connected,Neither pleasant or unpleasant,Quite likely,Some respect,Slightly unfair,Sometimes,Matter a little bit,Hurts my learning a little bit,Quite difficult,Belong somewhat,Once in a while,Somewhat unfairly,Sometimes,Almost never,Not at all confident,Sometimes,Quite comfortable,Once in a while,Sometimes,Slightly well
stu-h1-83,y,About half of my teachers,About half of my teachers,Most of my teachers,Most of my teachers,All of my teachers,Almost never,Understand quite a bit,Somewhat positive,Sometimes,Somewhat connected,Very pleasant,Not at all likely,Quite a bit of respect,Very fair,Sometimes,Matter a little bit,Helps my learning a little bit,Slightly difficult,Do not belong at all,Frequently,Not at all unfairly,Frequently,Frequently,Quite confident,Almost never,Extremely comfortable,Frequently,Almost always,Somewhat well
stu-h1-86,y,A few of my teachers,About half of my teachers,A few of my teachers,None of my teachers,None of my teachers,Almost never,Understand quite a bit,Neither negative or positive,Sometimes,Slightly connected,Slightly pleasant,Slightly likely,A little bit of respect,Neither unfair or fair,Once in a while,Matter somewhat,Hurts my learning some,Somewhat difficult,Belong a little bit,Almost never,Quite unfairly,Sometimes,Almost always,Not at all confident,Sometimes,Slightly comfortable,Once in a while,Sometimes,Quite well
stu-h1-88,y,None of my teachers,A few of my teachers,A few of my teachers,None of my teachers,About half of my teachers,Almost always,Do not understand at all,Somewhat negative,Almost always,Slightly connected,Somewhat unpleasant,Somewhat likely,A little bit of respect,Somewhat unfair,Frequently,Matter a little bit,Hurts my learning some,Somewhat difficult,Belong a little bit,Frequently,Slightly unfairly,Frequently,Almost never,Slightly confident,Almost never,Extremely comfortable,Once in a while,Frequently,Somewhat well
stu-h1-90,y,Most of my teachers,About half of my teachers,About half of my teachers,A few of my teachers,A few of my teachers,Almost never,Understand quite a bit,Neither negative or positive,Sometimes,Quite connected,Slightly unpleasant,Slightly likely,Some respect,Somewhat unfair,Almost always,Matter somewhat,Hurts my learning a little bit,Somewhat difficult,Belong a little bit,Almost never,Somewhat unfairly,Sometimes,Sometimes,Not at all confident,Almost never,Slightly comfortable,Almost never,Frequently,Slightly well
stu-h1-92,y,About half of my teachers,A few of my teachers,A few of my teachers,About half of my teachers,A few of my teachers,Almost never,Completely understand,Slightly positive,Almost never,Extremely connected,Neither pleasant or unpleasant,Not at all likely,A tremendous amount of respect,Neither unfair or fair,Sometimes,Matter quite a bit,Helps my learning some,Somewhat difficult,Completely belong,Almost never,Slightly unfairly,Sometimes,Sometimes,Extremely confident,Sometimes,Quite comfortable,Sometimes,Sometimes,Quite well
stu-h1-97,y,All of my teachers,Most of my teachers,All of my teachers,About half of my teachers,A few of my teachers,Once in a while,Understand quite a bit,Neither negative or positive,Sometimes,Somewhat connected,Slightly pleasant,Somewhat likely,Some respect,Neither unfair or fair,Frequently,Do not matter at all,Hurts my learning a little bit,Slightly difficult,Belong somewhat,Once in a while,Not at all unfairly,Once in a while,Once in a while,Somewhat confident,Frequently,Slightly comfortable,Once in a while,Sometimes,Extremely well
stu-h1-98,y,None of my teachers,About half of my teachers,About half of my teachers,A few of my teachers,About half of my teachers,Once in a while,Completely understand,Neither negative or positive,Frequently,Quite connected,Slightly unpleasant,Somewhat likely,No respect at all,Somewhat unfair,Almost always,Do not matter at all,Hurts my learning a tremendous amount,Somewhat difficult,Do not belong at all,Once in a while,Slightly unfairly,Sometimes,Almost always,Not at all confident,Almost never,Quite comfortable,Sometimes,Almost always,Slightly well
stu-h1-99,y,Most of my teachers,Most of my teachers,Most of my teachers,About half of my teachers,About half of my teachers,Almost always,Do not understand at all,Slightly negative,Sometimes,Not at all connected,Somewhat unpleasant,Somewhat likely,Some respect,Neither unfair or fair,Once in a while,Matter a tremendous amount,Hurts my learning a little bit,Quite difficult,Belong quite a bit,Frequently,Somewhat unfairly,Almost always,Frequently,Somewhat confident,Sometimes,Quite comfortable,Once in a while,Sometimes,Slightly well
stu-h1-100,y,None of my teachers,About half of my teachers,About half of my teachers,About half of my teachers,About half of my teachers,Almost never,Understand somewhat,Slightly positive,Almost never,Extremely connected,Very pleasant,Slightly likely,Some respect,Slightly fair,Once in a while,Matter somewhat,Helps my learning a little bit,Not at all difficult,Belong a little bit,Frequently,Not at all unfairly,Almost always,Almost always,Somewhat confident,Almost never,Extremely comfortable,Once in a while,Sometimes,Slightly well
stu-h1-102,y,A few of my teachers,None of my teachers,None of my teachers,About half of my teachers,Most of my teachers,Almost always,Understand a little,Very negative,Almost always,Somewhat connected,Neither pleasant or unpleasant,Somewhat likely,A little bit of respect,Slightly fair,Sometimes,Matter a little bit,Hurts my learning some,Slightly difficult,Belong somewhat,Sometimes,Not at all unfairly,Sometimes,Almost always,Not at all confident,Frequently,Quite comfortable,Almost never,Frequently,Somewhat well
stu-h1-104,y,About half of my teachers,About half of my teachers,Most of my teachers,Most of my teachers,Most of my teachers,Almost always,Understand somewhat,Slightly positive,Sometimes,Extremely connected,Slightly pleasant,Somewhat likely,Some respect,Neither unfair or fair,Once in a while,Matter somewhat,Hurts my learning a little bit,Not at all difficult,Belong somewhat,Sometimes,Somewhat unfairly,Frequently,Almost never,Slightly confident,Sometimes,Extremely comfortable,Almost never,Frequently,Quite well
stu-h1-106,y,All of my teachers,About half of my teachers,About half of my teachers,About half of my teachers,Most of my teachers,Once in a while,Understand quite a bit,Neither negative or positive,Sometimes,Slightly connected,Slightly pleasant,Slightly likely,A little bit of respect,Somewhat fair,Once in a while,Matter somewhat,Hurts my learning some,Somewhat difficult,Belong somewhat,Almost always,Slightly unfairly,Frequently,Once in a while,Not at all confident,Sometimes,Somewhat comfortable,Sometimes,Almost always,Somewhat well
stu-h1-107,y,About half of my teachers,About half of my teachers,Most of my teachers,About half of my teachers,Most of my teachers,Almost never,Completely understand,Slightly positive,Sometimes,Extremely connected,Neither pleasant or unpleasant,Not at all likely,Some respect,Neither unfair or fair,Once in a while,Matter a tremendous amount,Helps my learning a little bit,Not at all difficult,Completely belong,Almost always,Not at all unfairly,Almost always,Almost always,Somewhat confident,Almost always,Quite comfortable,Sometimes,Almost always,Quite well
stu-h1-108,y,All of my teachers,All of my teachers,About half of my teachers,Most of my teachers,About half of my teachers,Sometimes,Understand somewhat,Slightly negative,Almost always,Slightly connected,Somewhat unpleasant,Somewhat likely,No respect at all,Neither unfair or fair,Once in a while,Matter quite a bit,Hurts my learning some,Extremely difficult,Belong somewhat,Frequently,Somewhat unfairly,Frequently,Once in a while,Not at all confident,Sometimes,Extremely comfortable,Once in a while,Sometimes,Somewhat well
stu-h1-109,y,Most of my teachers,Most of my teachers,Most of my teachers,About half of my teachers,About half of my teachers,Sometimes,Understand somewhat,Slightly positive,Once in a while,Extremely connected,Somewhat pleasant,Quite likely,A tremendous amount of respect,Very fair,Sometimes,Matter somewhat,Helps my learning a little bit,Not at all difficult,Belong somewhat,Frequently,Somewhat unfairly,Frequently,Almost always,Somewhat confident,Frequently,Extremely comfortable,Frequently,Frequently,Extremely well
stu-h1-110,y,A few of my teachers,A few of my teachers,About half of my teachers,A few of my teachers,None of my teachers,Sometimes,Understand a little,Somewhat negative,Sometimes,Somewhat connected,Neither pleasant or unpleasant,Somewhat likely,Some respect,Slightly unfair,Frequently,Matter a little bit,Neither helps nor hurts my learning,Somewhat difficult,Do not belong at all,Sometimes,Somewhat unfairly,Sometimes,Sometimes,Somewhat confident,Once in a while,Slightly comfortable,Frequently,Once in a while,Somewhat well
