"id","answered","enthusiastic_students","staff_trusted","positive_colleagues","supportive_students","respectful_staff_students","optimistic_improvement","students_help_students","colleagues_support_initiatives","positive_environment","positive_leaders","leaders_important_staff_satisfied","leaders_positive_influence","leaders_communicate_effective","leaders_knowledge","leaders_responsive","leaders_effective_rules","leaders_clear_goals","staff_input","friendly_families","meet_families","caring_families","supportive_families","trust_parents","respectful_parents","challenging_families"
a4-17,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-18,y,Extremely enthusiastic,Not at all trusted,Slightly positive,Quite supportive,Somewhat respectful,Not at all optimistic,Sometimes,Not at all supportive,Not at all positive,Not at all positive,Somewhat important,Somewhat positive,Slightly effectively,Slightly knowledgeable,Not at all responsive,Slightly effective,Somewhat clearly,Some input,Slightly friendly,Once in a while,Somewhat caring,Slightly supportive,Trust a little bit,Somewhat respectful,Somewhat challenging
a4-19,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-20,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-21,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-22,y,Somewhat enthusiastic,Trusted somewhat,Somewhat positive,Somewhat supportive,Slightly respectful,Slightly optimistic,Frequently,Slightly supportive,Not at all positive,Quite positive,Extremely important,Quite positive,Extremely effectively,Extremely knowledgeable,Quite responsive,Somewhat effective,Quite clearly,A tremendous amount of input,Quite friendly,Frequently,Extremely caring,Extremely supportive,Trust quite a bit,Quite respectful,Slightly challenging
a4-23,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-24,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-25,y,Quite enthusiastic,Trusted a tremendous amount,Quite positive,Somewhat supportive,Extremely respectful,Somewhat optimistic,Sometimes,Slightly supportive,Not at all positive,Quite positive,Somewhat important,Slightly positive,Somewhat effectively,Quite knowledgeable,Quite responsive,Somewhat effective,Somewhat clearly,Quite a bit of input,Slightly friendly,Almost never,Somewhat caring,Slightly supportive,Trust a little bit,Somewhat respectful,Slightly challenging
a4-26,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-27,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-28,y,Slightly enthusiastic,Not at all trusted,Somewhat positive,Somewhat supportive,Quite respectful,Slightly optimistic,Frequently,Slightly supportive,Somewhat positive,Somewhat positive,Slightly important,Slightly positive,Not at all effectively,Slightly knowledgeable,Somewhat responsive,Slightly effective,Not at all clearly,A little bit of input,Quite friendly,Once in a while,Quite caring,Extremely supportive,Trust a tremendous amount,Extremely respectful,Slightly challenging
a4-29,y,Not at all enthusiastic,Trusted somewhat,Slightly positive,Not at all supportive,Somewhat respectful,Slightly optimistic,Almost never,Slightly supportive,Slightly positive,Somewhat positive,Somewhat important,Slightly positive,Slightly effectively,Somewhat knowledgeable,Somewhat responsive,Slightly effective,Not at all clearly,A little bit of input,Somewhat friendly,Sometimes,Somewhat caring,Somewhat supportive,Trust quite a bit,Extremely respectful,Slightly challenging
a4-30,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-31,y,Somewhat enthusiastic,Trusted somewhat,Slightly positive,Quite supportive,Somewhat respectful,Not at all optimistic,Sometimes,Somewhat supportive,Somewhat positive,Quite positive,Somewhat important,Slightly positive,Somewhat effectively,Quite knowledgeable,Quite responsive,Extremely effective,Quite clearly,Some input,Quite friendly,Frequently,Extremely caring,Extremely supportive,Trust a tremendous amount,Somewhat respectful,Quite challenging
a4-32,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-33,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-34,y,Somewhat enthusiastic,Trusted a tremendous amount,Quite positive,Quite supportive,Quite respectful,Extremely optimistic,Sometimes,Quite supportive,Somewhat positive,Quite positive,Somewhat important,Slightly positive,Slightly effectively,Slightly knowledgeable,Not at all responsive,Slightly effective,Somewhat clearly,A little bit of input,Somewhat friendly,Once in a while,Somewhat caring,Slightly supportive,Do not trust at all,Somewhat respectful,Slightly challenging
a4-35,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-36,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-37,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-38,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-39,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-40,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-41,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-42,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-43,y,Extremely enthusiastic,Trusted a little bit,Slightly positive,Somewhat supportive,Not at all respectful,Somewhat optimistic,Frequently,Somewhat supportive,Slightly positive,Slightly positive,Not important at all,Not at all positive,Slightly effectively,Somewhat knowledgeable,Somewhat responsive,Quite effective,Quite clearly,Some input,Extremely friendly,Frequently,Quite caring,Extremely supportive,Trust quite a bit,Quite respectful,Slightly challenging
a4-44,y,Quite enthusiastic,Not at all trusted,Slightly positive,Extremely supportive,Slightly respectful,Slightly optimistic,Frequently,Slightly supportive,Not at all positive,Slightly positive,Slightly important,Not at all positive,Not at all effectively,Not knowledgeable at all,Somewhat responsive,Somewhat effective,Somewhat clearly,Quite a bit of input,Quite friendly,Sometimes,Extremely caring,Quite supportive,Trust quite a bit,Somewhat respectful,Slightly challenging
a4-45,y,Not at all enthusiastic,Trusted a tremendous amount,Quite positive,Slightly supportive,Extremely respectful,Extremely optimistic,Sometimes,Somewhat supportive,Somewhat positive,Quite positive,Extremely important,Quite positive,Quite effectively,Somewhat knowledgeable,Somewhat responsive,Quite effective,Somewhat clearly,Quite a bit of input,Quite friendly,Sometimes,Extremely caring,Somewhat supportive,Trust a little bit,Somewhat respectful,Quite challenging
a4-46,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-47,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-48,y,Somewhat enthusiastic,Trusted quite a bit,Not at all positive,Somewhat supportive,Not at all respectful,Not at all optimistic,Once in a while,Not at all supportive,Somewhat positive,Extremely positive,Quite important,Quite positive,Quite effectively,Extremely knowledgeable,Quite responsive,Somewhat effective,Quite clearly,Some input,Not at all friendly,Frequently,Slightly caring,Slightly supportive,Trust some,Somewhat respectful,Quite challenging
a4-49,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-50,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-51,n,,,,,,,,,,,,,,,,,,,,,,,,,
a4-52,y,Quite enthusiastic,Trusted a tremendous amount,Not at all positive,Somewhat supportive,Not at all respectful,Somewhat optimistic,Once in a while,Somewhat supportive,Somewhat positive,Somewhat positive,Slightly important,Slightly positive,Slightly effectively,Not knowledgeable at all,Somewhat responsive,Quite effective,Quite clearly,A tremendous amount of input,Somewhat friendly,Almost all the time,Slightly caring,Slightly supportive,Do not trust at all,Somewhat respectful,Slightly challenging
a4-53,y,Not at all enthusiastic,Trusted somewhat,Not at all positive,Somewhat supportive,Slightly respectful,Not at all optimistic,Frequently,Not at all supportive,Somewhat positive,Quite positive,Quite important,Extremely positive,Somewhat effectively,Slightly knowledgeable,Somewhat responsive,Somewhat effective,Quite clearly,Some input,Quite friendly,Frequently,Somewhat caring,Quite supportive,Trust quite a bit,Extremely respectful,Slightly challenging
