"id","answered","enthusiastic_students","staff_trusted","positive_colleagues","supportive_students","respectful_staff_students","optimistic_improvement","students_help_students","colleagues_support_initiatives","positive_environment","positive_leaders","leaders_important_staff_satisfied","leaders_positive_influence","leaders_communicate_effective","leaders_knowledge","leaders_responsive","leaders_effective_rules","leaders_clear_goals","staff_input","friendly_families","meet_families","caring_families","supportive_families","trust_parents","respectful_parents","challenging_families"
h2-47,y,Quite enthusiastic,Trusted somewhat,Quite positive,Quite supportive,Quite respectful,Extremely optimistic,Frequently,Quite supportive,Quite positive,Quite positive,Somewhat important,Slightly positive,Slightly effectively,Not knowledgeable at all,Somewhat responsive,Somewhat effective,Slightly clearly,Almost no input,Somewhat friendly,Frequently,Quite caring,Somewhat supportive,Trust some,Quite respectful,Slightly challenging
h2-52,y,Slightly enthusiastic,Not at all trusted,Extremely positive,Not at all supportive,Somewhat respectful,Quite optimistic,Once in a while,Extremely supportive,Extremely positive,Not at all positive,Somewhat important,Somewhat positive,Somewhat effectively,Slightly knowledgeable,Not at all responsive,Slightly effective,Slightly clearly,Almost no input,Somewhat friendly,Almost all the time,Quite caring,Somewhat supportive,Trust some,Quite respectful,Not at all challenging
h2-54,y,Extremely enthusiastic,Not at all trusted,Extremely positive,Extremely supportive,Quite respectful,Extremely optimistic,Almost all the time,Somewhat supportive,Somewhat positive,Not at all positive,Somewhat important,Somewhat positive,Somewhat effectively,Somewhat knowledgeable,Slightly responsive,Somewhat effective,Slightly clearly,Almost no input,Somewhat friendly,Once in a while,Slightly caring,Somewhat supportive,Trust a little bit,Slightly respectful,Extremely challenging
h2-59,y,Quite enthusiastic,Trusted a little bit,Not at all positive,Extremely supportive,Somewhat respectful,Not at all optimistic,Almost all the time,Slightly supportive,Not at all positive,Somewhat positive,Somewhat important,Slightly positive,Slightly effectively,Slightly knowledgeable,Slightly responsive,Somewhat effective,Somewhat clearly,Quite a bit of input,Quite friendly,Almost never,Somewhat caring,Slightly supportive,Trust a little bit,Slightly respectful,Somewhat challenging
h2-60,y,Somewhat enthusiastic,Trusted a tremendous amount,Somewhat positive,Somewhat supportive,Quite respectful,Quite optimistic,Sometimes,Somewhat supportive,Slightly positive,Somewhat positive,Quite important,Quite positive,Somewhat effectively,Slightly knowledgeable,Somewhat responsive,Somewhat effective,Somewhat clearly,Quite a bit of input,Somewhat friendly,Once in a while,Quite caring,Extremely supportive,Trust some,Quite respectful,Not at all challenging
h2-63,y,Quite enthusiastic,Trusted somewhat,Extremely positive,Somewhat supportive,Extremely respectful,Extremely optimistic,Frequently,Somewhat supportive,Slightly positive,Quite positive,Quite important,Somewhat positive,Quite effectively,Extremely knowledgeable,Extremely responsive,Quite effective,Extremely clearly,A tremendous amount of input,Extremely friendly,Once in a while,Quite caring,Extremely supportive,Trust a tremendous amount,Extremely respectful,Slightly challenging
h2-66,y,Slightly enthusiastic,Not at all trusted,Somewhat positive,Slightly supportive,Somewhat respectful,Slightly optimistic,Almost never,Not at all supportive,Slightly positive,Somewhat positive,Somewhat important,Somewhat positive,Somewhat effectively,Slightly knowledgeable,Slightly responsive,Not at all effective,Somewhat clearly,A little bit of input,Somewhat friendly,Almost all the time,Somewhat caring,Somewhat supportive,Trust some,Somewhat respectful,Somewhat challenging
h2-69,y,Quite enthusiastic,Not at all trusted,Slightly positive,Somewhat supportive,Somewhat respectful,Not at all optimistic,Sometimes,Not at all supportive,Somewhat positive,Not at all positive,Somewhat important,Somewhat positive,Slightly effectively,Not knowledgeable at all,Not at all responsive,Slightly effective,Slightly clearly,Some input,Somewhat friendly,Almost all the time,Slightly caring,Slightly supportive,Trust some,Quite respectful,Somewhat challenging
h2-71,y,Not at all enthusiastic,Not at all trusted,Extremely positive,Slightly supportive,Quite respectful,Extremely optimistic,Once in a while,Somewhat supportive,Somewhat positive,Somewhat positive,Slightly important,Slightly positive,Slightly effectively,Not knowledgeable at all,Not at all responsive,Somewhat effective,Slightly clearly,Almost no input,Somewhat friendly,Sometimes,Somewhat caring,Somewhat supportive,Trust some,Slightly respectful,Quite challenging
h2-72,y,Quite enthusiastic,Trusted somewhat,Somewhat positive,Quite supportive,Slightly respectful,Quite optimistic,Almost all the time,Quite supportive,Quite positive,Quite positive,Extremely important,Quite positive,Extremely effectively,Quite knowledgeable,Quite responsive,Quite effective,Extremely clearly,Quite a bit of input,Quite friendly,Almost never,Somewhat caring,Slightly supportive,Do not trust at all,Not at all respectful,Extremely challenging
h2-79,y,Not at all enthusiastic,Not at all trusted,Slightly positive,Not at all supportive,Slightly respectful,Not at all optimistic,Sometimes,Slightly supportive,Somewhat positive,Slightly positive,Somewhat important,Quite positive,Extremely effectively,Extremely knowledgeable,Extremely responsive,Quite effective,Quite clearly,Some input,Somewhat friendly,Frequently,Slightly caring,Slightly supportive,Trust some,Quite respectful,Slightly challenging
h2-80,y,Slightly enthusiastic,Trusted quite a bit,Somewhat positive,Slightly supportive,Slightly respectful,Somewhat optimistic,Once in a while,Slightly supportive,Somewhat positive,Somewhat positive,Quite important,Extremely positive,Extremely effectively,Quite knowledgeable,Somewhat responsive,Quite effective,Quite clearly,Quite a bit of input,Somewhat friendly,Frequently,Somewhat caring,Somewhat supportive,Trust quite a bit,Quite respectful,Not at all challenging
h2-81,y,Extremely enthusiastic,Trusted somewhat,Slightly positive,Quite supportive,Somewhat respectful,Slightly optimistic,Almost all the time,Slightly supportive,Not at all positive,Slightly positive,Not important at all,Not at all positive,Not at all effectively,Slightly knowledgeable,Not at all responsive,Somewhat effective,Somewhat clearly,Quite a bit of input,Extremely friendly,Almost all the time,Extremely caring,Somewhat supportive,Trust some,Quite respectful,Not at all challenging
h2-82,y,Extremely enthusiastic,Trusted a tremendous amount,Quite positive,Somewhat supportive,Somewhat respectful,Quite optimistic,Frequently,Extremely supportive,Extremely positive,Somewhat positive,Slightly important,Somewhat positive,Slightly effectively,Somewhat knowledgeable,Somewhat responsive,Slightly effective,Slightly clearly,A little bit of input,Quite friendly,Almost all the time,Somewhat caring,Slightly supportive,Trust some,Slightly respectful,Somewhat challenging
h2-83,y,Slightly enthusiastic,Trusted quite a bit,Quite positive,Slightly supportive,Quite respectful,Somewhat optimistic,Almost never,Quite supportive,Extremely positive,Quite positive,Quite important,Somewhat positive,Somewhat effectively,Slightly knowledgeable,Somewhat responsive,Somewhat effective,Quite clearly,Quite a bit of input,Somewhat friendly,Almost never,Quite caring,Quite supportive,Trust a tremendous amount,Somewhat respectful,Quite challenging
h2-84,y,Quite enthusiastic,Not at all trusted,Not at all positive,Quite supportive,Slightly respectful,Slightly optimistic,Almost all the time,Slightly supportive,Somewhat positive,Slightly positive,Slightly important,Somewhat positive,Slightly effectively,Slightly knowledgeable,Slightly responsive,Somewhat effective,Quite clearly,A tremendous amount of input,Somewhat friendly,Almost never,Somewhat caring,Quite supportive,Trust a tremendous amount,Somewhat respectful,Somewhat challenging
h2-85,y,Quite enthusiastic,Trusted somewhat,Slightly positive,Quite supportive,Slightly respectful,Somewhat optimistic,Almost all the time,Slightly supportive,Not at all positive,Slightly positive,Not important at all,Slightly positive,Slightly effectively,Not knowledgeable at all,Slightly responsive,Not at all effective,Slightly clearly,Almost no input,Extremely friendly,Almost never,Somewhat caring,Quite supportive,Trust some,Quite respectful,Slightly challenging
h2-86,y,Extremely enthusiastic,Trusted a tremendous amount,Extremely positive,Quite supportive,Quite respectful,Extremely optimistic,Frequently,Quite supportive,Somewhat positive,Quite positive,Somewhat important,Slightly positive,Somewhat effectively,Slightly knowledgeable,Not at all responsive,Somewhat effective,Quite clearly,A tremendous amount of input,Extremely friendly,Once in a while,Extremely caring,Quite supportive,Trust quite a bit,Somewhat respectful,Somewhat challenging
h2-87,y,Somewhat enthusiastic,Trusted quite a bit,Somewhat positive,Somewhat supportive,Somewhat respectful,Somewhat optimistic,Sometimes,Slightly supportive,Not at all positive,Somewhat positive,Quite important,Somewhat positive,Slightly effectively,Not knowledgeable at all,Slightly responsive,Not at all effective,Slightly clearly,A little bit of input,Slightly friendly,Almost all the time,Somewhat caring,Quite supportive,Trust some,Quite respectful,Slightly challenging
h2-90,y,Somewhat enthusiastic,Not at all trusted,Quite positive,Somewhat supportive,Quite respectful,Extremely optimistic,Frequently,Quite supportive,Extremely positive,Somewhat positive,Somewhat important,Slightly positive,Not at all effectively,Somewhat knowledgeable,Slightly responsive,Slightly effective,Somewhat clearly,Quite a bit of input,Quite friendly,Frequently,Extremely caring,Somewhat supportive,Trust some,Somewhat respectful,Quite challenging
h2-91,y,Not at all enthusiastic,Trusted quite a bit,Somewhat positive,Not at all supportive,Slightly respectful,Quite optimistic,Once in a while,Somewhat supportive,Slightly positive,Quite positive,Somewhat important,Slightly positive,Not at all effectively,Somewhat knowledgeable,Slightly responsive,Somewhat effective,Somewhat clearly,A little bit of input,Somewhat friendly,Once in a while,Slightly caring,Somewhat supportive,Trust a little bit,Not at all respectful,Quite challenging
h2-93,y,Not at all enthusiastic,Trusted somewhat,Not at all positive,Slightly supportive,Somewhat respectful,Slightly optimistic,Sometimes,Slightly supportive,Slightly positive,Quite positive,Somewhat important,Somewhat positive,Somewhat effectively,Quite knowledgeable,Quite responsive,Somewhat effective,Somewhat clearly,Quite a bit of input,Slightly friendly,Almost never,Somewhat caring,Somewhat supportive,Trust a little bit,Not at all respectful,Extremely challenging
h2-95,y,Somewhat enthusiastic,Trusted somewhat,Quite positive,Quite supportive,Somewhat respectful,Somewhat optimistic,Sometimes,Somewhat supportive,Somewhat positive,Slightly positive,Slightly important,Not at all positive,Somewhat effectively,Somewhat knowledgeable,Quite responsive,Quite effective,Quite clearly,A tremendous amount of input,Slightly friendly,Sometimes,Slightly caring,Not at all supportive,Trust some,Somewhat respectful,Somewhat challenging
h2-97,y,Quite enthusiastic,Trusted somewhat,Quite positive,Quite supportive,Quite respectful,Quite optimistic,Frequently,Extremely supportive,Extremely positive,Somewhat positive,Slightly important,Slightly positive,Slightly effectively,Not knowledgeable at all,Not at all responsive,Somewhat effective,Slightly clearly,Some input,Extremely friendly,Almost never,Somewhat caring,Quite supportive,Trust some,Somewhat respectful,Slightly challenging
h2-100,y,Not at all enthusiastic,Trusted a tremendous amount,Somewhat positive,Slightly supportive,Somewhat respectful,Slightly optimistic,Once in a while,Slightly supportive,Slightly positive,Quite positive,Quite important,Quite positive,Quite effectively,Extremely knowledgeable,Extremely responsive,Somewhat effective,Quite clearly,Quite a bit of input,Slightly friendly,Almost all the time,Somewhat caring,Somewhat supportive,Trust some,Somewhat respectful,Somewhat challenging
h2-104,y,Somewhat enthusiastic,Trusted a tremendous amount,Not at all positive,Slightly supportive,Somewhat respectful,Slightly optimistic,Once in a while,Not at all supportive,Somewhat positive,Quite positive,Quite important,Quite positive,Somewhat effectively,Slightly knowledgeable,Somewhat responsive,Quite effective,Extremely clearly,Some input,Slightly friendly,Once in a while,Somewhat caring,Quite supportive,Trust a tremendous amount,Somewhat respectful,Somewhat challenging
h2-107,y,Extremely enthusiastic,Not at all trusted,Extremely positive,Quite supportive,Extremely respectful,Extremely optimistic,Sometimes,Somewhat supportive,Somewhat positive,Not at all positive,Slightly important,Somewhat positive,Slightly effectively,Not knowledgeable at all,Not at all responsive,Not at all effective,Not at all clearly,Some input,Somewhat friendly,Almost all the time,Quite caring,Extremely supportive,Trust quite a bit,Extremely respectful,Not at all challenging
h2-109,y,Not at all enthusiastic,Trusted quite a bit,Not at all positive,Not at all supportive,Not at all respectful,Slightly optimistic,Once in a while,Somewhat supportive,Somewhat positive,Quite positive,Extremely important,Quite positive,Quite effectively,Quite knowledgeable,Quite responsive,Quite effective,Somewhat clearly,A little bit of input,Slightly friendly,Sometimes,Slightly caring,Not at all supportive,Trust a little bit,Somewhat respectful,Quite challenging
h2-111,y,Extremely enthusiastic,Trusted quite a bit,Quite positive,Quite supportive,Extremely respectful,Extremely optimistic,Sometimes,Somewhat supportive,Slightly positive,Extremely positive,Extremely important,Somewhat positive,Slightly effectively,Slightly knowledgeable,Not at all responsive,Not at all effective,Somewhat clearly,Quite a bit of input,Slightly friendly,Almost all the time,Slightly caring,Not at all supportive,Do not trust at all,Somewhat respectful,Somewhat challenging
h2-112,y,Somewhat enthusiastic,Trusted a tremendous amount,Extremely positive,Somewhat supportive,Quite respectful,Somewhat optimistic,Frequently,Somewhat supportive,Somewhat positive,Quite positive,Somewhat important,Quite positive,Quite effectively,Quite knowledgeable,Somewhat responsive,Somewhat effective,Somewhat clearly,Some input,Quite friendly,Almost never,Somewhat caring,Slightly supportive,Do not trust at all,Slightly respectful,Somewhat challenging
h2-117,y,Not at all enthusiastic,Trusted somewhat,Somewhat positive,Slightly supportive,Slightly respectful,Somewhat optimistic,Almost never,Quite supportive,Quite positive,Slightly positive,Not important at all,Somewhat positive,Somewhat effectively,Somewhat knowledgeable,Somewhat responsive,Slightly effective,Slightly clearly,Some input,Slightly friendly,Frequently,Somewhat caring,Somewhat supportive,Trust some,Quite respectful,Somewhat challenging
h2-119,y,Quite enthusiastic,Not at all trusted,Quite positive,Quite supportive,Extremely respectful,Somewhat optimistic,Frequently,Somewhat supportive,Slightly positive,Slightly positive,Not important at all,Somewhat positive,Quite effectively,Extremely knowledgeable,Somewhat responsive,Quite effective,Somewhat clearly,Quite a bit of input,Quite friendly,Sometimes,Somewhat caring,Slightly supportive,Do not trust at all,Slightly respectful,Quite challenging
h2-124,y,Extremely enthusiastic,Trusted somewhat,Extremely positive,Extremely supportive,Quite respectful,Extremely optimistic,Frequently,Somewhat supportive,Quite positive,Slightly positive,Slightly important,Slightly positive,Not at all effectively,Not knowledgeable at all,Somewhat responsive,Somewhat effective,Somewhat clearly,Quite a bit of input,Quite friendly,Once in a while,Somewhat caring,Slightly supportive,Do not trust at all,Slightly respectful,Extremely challenging
h2-125,y,Not at all enthusiastic,Trusted a little bit,Quite positive,Not at all supportive,Extremely respectful,Somewhat optimistic,Sometimes,Slightly supportive,Slightly positive,Slightly positive,Slightly important,Somewhat positive,Slightly effectively,Not knowledgeable at all,Somewhat responsive,Quite effective,Extremely clearly,A tremendous amount of input,Somewhat friendly,Once in a while,Slightly caring,Slightly supportive,Do not trust at all,Slightly respectful,Extremely challenging
h2-130,y,Quite enthusiastic,Trusted a little bit,Somewhat positive,Extremely supportive,Quite respectful,Somewhat optimistic,Almost all the time,Somewhat supportive,Quite positive,Slightly positive,Slightly important,Somewhat positive,Somewhat effectively,Somewhat knowledgeable,Quite responsive,Quite effective,Quite clearly,Quite a bit of input,Extremely friendly,Frequently,Extremely caring,Quite supportive,Trust a tremendous amount,Extremely respectful,Not at all challenging
h2-135,y,Quite enthusiastic,Trusted a tremendous amount,Quite positive,Somewhat supportive,Quite respectful,Quite optimistic,Frequently,Extremely supportive,Quite positive,Extremely positive,Extremely important,Somewhat positive,Somewhat effectively,Somewhat knowledgeable,Slightly responsive,Not at all effective,Somewhat clearly,Quite a bit of input,Somewhat friendly,Once in a while,Somewhat caring,Quite supportive,Trust a tremendous amount,Quite respectful,Slightly challenging
h2-136,y,Extremely enthusiastic,Trusted quite a bit,Extremely positive,Somewhat supportive,Somewhat respectful,Extremely optimistic,Sometimes,Extremely supportive,Quite positive,Extremely positive,Somewhat important,Quite positive,Extremely effectively,Somewhat knowledgeable,Somewhat responsive,Quite effective,Extremely clearly,A tremendous amount of input,Slightly friendly,Sometimes,Slightly caring,Slightly supportive,Trust a little bit,Slightly respectful,Somewhat challenging
h2-137,y,Slightly enthusiastic,Not at all trusted,Quite positive,Not at all supportive,Quite respectful,Extremely optimistic,Almost never,Extremely supportive,Quite positive,Slightly positive,Somewhat important,Slightly positive,Slightly effectively,Not knowledgeable at all,Slightly responsive,Not at all effective,Somewhat clearly,Some input,Somewhat friendly,Frequently,Slightly caring,Not at all supportive,Trust some,Somewhat respectful,Somewhat challenging
h2-138,y,Not at all enthusiastic,Trusted quite a bit,Not at all positive,Somewhat supportive,Somewhat respectful,Slightly optimistic,Frequently,Somewhat supportive,Slightly positive,Somewhat positive,Somewhat important,Somewhat positive,Somewhat effectively,Somewhat knowledgeable,Somewhat responsive,Somewhat effective,Slightly clearly,Some input,Quite friendly,Sometimes,Somewhat caring,Quite supportive,Trust some,Somewhat respectful,Quite challenging
h2-139,y,Extremely enthusiastic,Not at all trusted,Quite positive,Quite supportive,Quite respectful,Somewhat optimistic,Sometimes,Quite supportive,Quite positive,Slightly positive,Slightly important,Slightly positive,Not at all effectively,Not knowledgeable at all,Not at all responsive,Slightly effective,Not at all clearly,A little bit of input,Slightly friendly,Sometimes,Slightly caring,Not at all supportive,Trust some,Quite respectful,Somewhat challenging
h2-140,y,Not at all enthusiastic,Trusted somewhat,Extremely positive,Somewhat supportive,Quite respectful,Quite optimistic,Frequently,Somewhat supportive,Quite positive,Quite positive,Somewhat important,Somewhat positive,Slightly effectively,Somewhat knowledgeable,Quite responsive,Somewhat effective,Slightly clearly,Some input,Extremely friendly,Almost never,Extremely caring,Somewhat supportive,Trust some,Slightly respectful,Quite challenging
h2-141,y,Extremely enthusiastic,Not at all trusted,Quite positive,Somewhat supportive,Extremely respectful,Extremely optimistic,Sometimes,Quite supportive,Quite positive,Slightly positive,Not important at all,Not at all positive,Slightly effectively,Somewhat knowledgeable,Slightly responsive,Slightly effective,Slightly clearly,Almost no input,Quite friendly,Sometimes,Quite caring,Extremely supportive,Trust quite a bit,Extremely respectful,Somewhat challenging
h2-142,y,Extremely enthusiastic,Trusted a little bit,Slightly positive,Extremely supportive,Slightly respectful,Slightly optimistic,Frequently,Somewhat supportive,Quite positive,Slightly positive,Somewhat important,Somewhat positive,Somewhat effectively,Quite knowledgeable,Extremely responsive,Quite effective,Quite clearly,Some input,Quite friendly,Sometimes,Somewhat caring,Quite supportive,Trust some,Slightly respectful,Somewhat challenging
h2-148,y,Extremely enthusiastic,Not at all trusted,Not at all positive,Extremely supportive,Not at all respectful,Not at all optimistic,Sometimes,Slightly supportive,Not at all positive,Not at all positive,Slightly important,Slightly positive,Slightly effectively,Not knowledgeable at all,Somewhat responsive,Quite effective,Extremely clearly,Some input,Quite friendly,Almost all the time,Somewhat caring,Somewhat supportive,Trust quite a bit,Somewhat respectful,Quite challenging
h2-149,y,Somewhat enthusiastic,Trusted a tremendous amount,Slightly positive,Somewhat supportive,Somewhat respectful,Somewhat optimistic,Frequently,Slightly supportive,Somewhat positive,Quite positive,Somewhat important,Quite positive,Extremely effectively,Extremely knowledgeable,Quite responsive,Quite effective,Quite clearly,Some input,Somewhat friendly,Almost all the time,Slightly caring,Not at all supportive,Trust a little bit,Slightly respectful,Extremely challenging
h2-151,y,Somewhat enthusiastic,Trusted somewhat,Not at all positive,Slightly supportive,Not at all respectful,Not at all optimistic,Once in a while,Somewhat supportive,Quite positive,Somewhat positive,Quite important,Somewhat positive,Somewhat effectively,Slightly knowledgeable,Slightly responsive,Not at all effective,Somewhat clearly,Some input,Slightly friendly,Sometimes,Slightly caring,Somewhat supportive,Trust some,Somewhat respectful,Quite challenging
h2-152,y,Quite enthusiastic,Trusted a tremendous amount,Quite positive,Extremely supportive,Quite respectful,Somewhat optimistic,Frequently,Quite supportive,Extremely positive,Somewhat positive,Quite important,Extremely positive,Somewhat effectively,Slightly knowledgeable,Not at all responsive,Somewhat effective,Slightly clearly,Almost no input,Somewhat friendly,Once in a while,Quite caring,Quite supportive,Trust quite a bit,Extremely respectful,Slightly challenging
