id,answered,concerned_teacher,how_teacher,again_teacher,respect_teacher,disrespectful_people,understand_people,energy_school,fights_students,support_adults,fair_rules,online_bully,respect_students,behavior_students,school_violence,belong_school,excited_teacher,adult_help
stu-e5-30,y,Somewhat concerned,Sometimes,Somewhat excited,Slightly respectful,Frequently,Understand somewhat,Neither negative or positive,Almost always,A little bit of support,Neither unfair or fair,Quite likely,A tremendous amount of respect,Helps my learning a little bit,Sometimes,Belong quite a bit,Almost never,Quite difficult
stu-e5-31,y,Not at all concerned,Sometimes,Quite excited,Quite respectful,Once in a while,Completely understand,Slightly positive,Once in a while,A little bit of support,Slightly fair,Somewhat likely,A little bit of respect,Hurts my learning a tremendous amount,Almost never,Belong somewhat,Sometimes,Extremely difficult
stu-e5-32,y,Extremely concerned,Sometimes,Slightly excited,Slightly respectful,Once in a while,Understand quite a bit,Slightly positive,Sometimes,A little bit of support,Slightly fair,Somewhat likely,Some respect,Hurts my learning a little bit,Almost never,Completely belong,Almost never,Somewhat difficult
stu-e5-33,y,Somewhat concerned,Frequently,Extremely excited,Quite respectful,Frequently,Do not understand at all,Slightly negative,Frequently,A little bit of support,Somewhat unfair,Quite likely,Quite a bit of respect,Neither helps nor hurts my learning,Frequently,Do not belong at all,Sometimes,Somewhat difficult
stu-e5-34,y,Quite concerned,Sometimes,Slightly excited,Somewhat respectful,Almost always,Understand a little,Neither negative or positive,Almost never,A little bit of support,Neither unfair or fair,Quite likely,A little bit of respect,Hurts my learning a tremendous amount,Once in a while,Completely belong,Frequently,Extremely difficult
stu-e5-35,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-36,y,Extremely concerned,Sometimes,Slightly excited,Not at all respectful,Almost never,Understand somewhat,Slightly positive,Almost never,Quite a bit of support,Somewhat fair,Quite likely,No respect at all,Hurts my learning a tremendous amount,Almost never,Belong quite a bit,Sometimes,Somewhat difficult
stu-e5-37,y,Not at all concerned,Sometimes,Slightly excited,Somewhat respectful,Frequently,Understand somewhat,Slightly positive,Almost never,A little bit of support,Neither unfair or fair,Quite likely,No respect at all,Neither helps nor hurts my learning,Frequently,Do not belong at all,Sometimes,Quite difficult
stu-e5-38,y,Slightly concerned,Sometimes,Slightly excited,Somewhat respectful,Almost always,Understand a little,Very negative,Frequently,A little bit of support,Somewhat unfair,Somewhat likely,A tremendous amount of respect,Helps my learning some,Almost always,Belong somewhat,Sometimes,Somewhat difficult
stu-e5-39,y,Quite concerned,Sometimes,Somewhat excited,Somewhat respectful,Sometimes,Understand somewhat,Slightly positive,Almost never,Quite a bit of support,Somewhat fair,Somewhat likely,No respect at all,Hurts my learning a tremendous amount,Almost never,Belong quite a bit,Once in a while,Somewhat difficult
stu-e5-40,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-41,y,Slightly concerned,Almost never,Not at all excited,Not at all respectful,Frequently,Do not understand at all,Very negative,Almost always,No support at all,Somewhat unfair,Extremely likely,Some respect,Hurts my learning a little bit,Sometimes,Belong quite a bit,Sometimes,Quite difficult
stu-e5-42,y,Extremely concerned,Sometimes,Somewhat excited,Slightly respectful,Once in a while,Understand somewhat,Slightly positive,Sometimes,A tremendous amount of support,Somewhat fair,Quite likely,Quite a bit of respect,Helps my learning a little bit,Sometimes,Belong quite a bit,Almost never,Not at all difficult
stu-e5-43,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-44,y,Quite concerned,Almost always,Quite excited,Quite respectful,Almost never,Understand somewhat,Slightly negative,Frequently,Some support,Very unfair,Quite likely,Quite a bit of respect,Helps my learning a little bit,Frequently,Do not belong at all,Sometimes,Somewhat difficult
stu-e5-45,y,Quite concerned,Almost always,Somewhat excited,Somewhat respectful,Frequently,Understand a little,Very negative,Sometimes,Some support,Neither unfair or fair,Quite likely,A little bit of respect,Neither helps nor hurts my learning,Sometimes,Belong quite a bit,Once in a while,Slightly difficult
stu-e5-46,y,Extremely concerned,Frequently,Extremely excited,Somewhat respectful,Once in a while,Understand quite a bit,Neither negative or positive,Almost never,No support at all,Neither unfair or fair,Slightly likely,No respect at all,Neither helps nor hurts my learning,Frequently,Belong somewhat,Frequently,Extremely difficult
stu-e5-47,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-48,y,Somewhat concerned,Once in a while,Not at all excited,Slightly respectful,Almost always,Understand a little,Slightly negative,Sometimes,A tremendous amount of support,Neither unfair or fair,Extremely likely,Quite a bit of respect,Helps my learning a little bit,Sometimes,Belong a little bit,Once in a while,Somewhat difficult
stu-e5-49,y,Quite concerned,Almost always,Somewhat excited,Slightly respectful,Frequently,Do not understand at all,Very negative,Almost always,Some support,Slightly unfair,Somewhat likely,Some respect,Hurts my learning a little bit,Sometimes,Belong somewhat,Almost never,Somewhat difficult
stu-e5-50,y,Not at all concerned,Sometimes,Quite excited,Extremely respectful,Frequently,Understand somewhat,Slightly negative,Almost always,Some support,Very unfair,Slightly likely,Quite a bit of respect,Helps my learning a little bit,Frequently,Belong a little bit,Sometimes,Somewhat difficult
stu-e5-51,y,Not at all concerned,Almost never,Slightly excited,Somewhat respectful,Once in a while,Completely understand,Very positive,Frequently,Quite a bit of support,Somewhat fair,Not at all likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong quite a bit,Once in a while,Slightly difficult
stu-e5-52,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-53,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-54,y,Slightly concerned,Sometimes,Slightly excited,Not at all respectful,Frequently,Understand somewhat,Neither negative or positive,Frequently,Some support,Neither unfair or fair,Slightly likely,Quite a bit of respect,Helps my learning a little bit,Frequently,Belong a little bit,Once in a while,Quite difficult
stu-e5-55,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-56,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-57,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-58,y,Extremely concerned,Almost always,Quite excited,Somewhat respectful,Sometimes,Understand somewhat,Slightly positive,Frequently,Quite a bit of support,Somewhat fair,Somewhat likely,A tremendous amount of respect,Helps my learning some,Once in a while,Completely belong,Once in a while,Somewhat difficult
stu-e5-59,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-60,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-61,y,Not at all concerned,Sometimes,Quite excited,Extremely respectful,Almost always,Understand somewhat,Slightly negative,Once in a while,A little bit of support,Very unfair,Quite likely,No respect at all,Neither helps nor hurts my learning,Almost always,Do not belong at all,Almost always,Somewhat difficult
stu-e5-62,y,Slightly concerned,Almost never,Slightly excited,Somewhat respectful,Almost always,Understand somewhat,Slightly positive,Frequently,Quite a bit of support,Very fair,Slightly likely,Quite a bit of respect,Helps my learning a tremendous amount,Sometimes,Belong a little bit,Sometimes,Not at all difficult
stu-e5-63,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-64,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-65,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-66,y,Not at all concerned,Once in a while,Slightly excited,Somewhat respectful,Once in a while,Understand quite a bit,Very positive,Frequently,No support at all,Very fair,Somewhat likely,Quite a bit of respect,Helps my learning a little bit,Sometimes,Belong quite a bit,Frequently,Somewhat difficult
stu-e5-67,y,Slightly concerned,Once in a while,Slightly excited,Not at all respectful,Sometimes,Understand a little,Slightly negative,Almost never,A little bit of support,Slightly unfair,Quite likely,No respect at all,Hurts my learning a little bit,Almost always,Do not belong at all,Sometimes,Quite difficult
stu-e5-68,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-69,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-70,y,Extremely concerned,Frequently,Quite excited,Somewhat respectful,Once in a while,Completely understand,Very positive,Once in a while,No support at all,Somewhat fair,Slightly likely,No respect at all,Hurts my learning some,Almost never,Belong somewhat,Sometimes,Extremely difficult
stu-e5-71,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-72,y,Extremely concerned,Frequently,Extremely excited,Quite respectful,Once in a while,Understand quite a bit,Very positive,Almost never,Some support,Somewhat fair,Slightly likely,No respect at all,Hurts my learning a tremendous amount,Almost never,Belong quite a bit,Sometimes,Quite difficult
stu-e5-73,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-74,y,Slightly concerned,Almost never,Not at all excited,Somewhat respectful,Almost never,Understand somewhat,Slightly positive,Sometimes,A little bit of support,Somewhat fair,Quite likely,A little bit of respect,Neither helps nor hurts my learning,Sometimes,Belong quite a bit,Sometimes,Somewhat difficult
stu-e5-75,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-76,y,Slightly concerned,Once in a while,Slightly excited,Slightly respectful,Almost never,Completely understand,Slightly positive,Almost always,Some support,Somewhat fair,Not at all likely,A tremendous amount of respect,Neither helps nor hurts my learning,Once in a while,Belong somewhat,Once in a while,Somewhat difficult
stu-e5-77,y,Slightly concerned,Once in a while,Somewhat excited,Somewhat respectful,Almost never,Understand somewhat,Slightly negative,Almost always,No support at all,Very unfair,Slightly likely,Some respect,Hurts my learning a little bit,Frequently,Belong a little bit,Once in a while,Extremely difficult
stu-e5-78,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-79,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-80,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-81,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-82,y,Somewhat concerned,Frequently,Somewhat excited,Quite respectful,Frequently,Understand a little,Somewhat negative,Once in a while,A tremendous amount of support,Somewhat unfair,Quite likely,Some respect,Neither helps nor hurts my learning,Frequently,Belong somewhat,Sometimes,Not at all difficult
stu-e5-83,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-84,y,Somewhat concerned,Sometimes,Somewhat excited,Slightly respectful,Sometimes,Understand quite a bit,Somewhat positive,Almost never,A tremendous amount of support,Very fair,Slightly likely,Some respect,Hurts my learning a little bit,Once in a while,Completely belong,Sometimes,Somewhat difficult
stu-e5-85,y,Not at all concerned,Almost never,Slightly excited,Slightly respectful,Frequently,Do not understand at all,Very negative,Once in a while,Some support,Somewhat unfair,Somewhat likely,A little bit of respect,Hurts my learning a little bit,Sometimes,Belong a little bit,Once in a while,Slightly difficult
stu-e5-86,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-87,y,Quite concerned,Almost always,Extremely excited,Somewhat respectful,Once in a while,Understand somewhat,Slightly positive,Frequently,No support at all,Slightly fair,Slightly likely,Quite a bit of respect,Helps my learning a little bit,Almost never,Belong quite a bit,Once in a while,Quite difficult
stu-e5-88,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-89,y,Somewhat concerned,Once in a while,Somewhat excited,Quite respectful,Frequently,Understand a little,Very negative,Almost never,No support at all,Very unfair,Somewhat likely,Some respect,Helps my learning a little bit,Almost always,Belong somewhat,Sometimes,Extremely difficult
stu-e5-90,y,Slightly concerned,Sometimes,Somewhat excited,Quite respectful,Almost always,Understand a little,Somewhat negative,Almost never,Quite a bit of support,Somewhat unfair,Quite likely,No respect at all,Hurts my learning a little bit,Almost always,Belong a little bit,Frequently,Slightly difficult
stu-e5-91,y,Somewhat concerned,Frequently,Somewhat excited,Slightly respectful,Frequently,Understand somewhat,Neither negative or positive,Once in a while,No support at all,Slightly unfair,Slightly likely,Some respect,Neither helps nor hurts my learning,Almost always,Belong somewhat,Sometimes,Quite difficult
stu-e5-92,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-93,y,Not at all concerned,Once in a while,Not at all excited,Not at all respectful,Sometimes,Understand somewhat,Slightly positive,Once in a while,No support at all,Slightly fair,Quite likely,A little bit of respect,Neither helps nor hurts my learning,Almost never,Belong somewhat,Sometimes,Quite difficult
stu-e5-94,y,Slightly concerned,Sometimes,Quite excited,Quite respectful,Almost never,Understand somewhat,Slightly positive,Once in a while,A little bit of support,Neither unfair or fair,Quite likely,No respect at all,Hurts my learning some,Once in a while,Completely belong,Sometimes,Somewhat difficult
stu-e5-95,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-96,y,Slightly concerned,Sometimes,Quite excited,Somewhat respectful,Frequently,Do not understand at all,Somewhat negative,Almost never,No support at all,Slightly unfair,Somewhat likely,A little bit of respect,Hurts my learning a tremendous amount,Frequently,Belong somewhat,Sometimes,Quite difficult
stu-e5-97,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-98,y,Quite concerned,Frequently,Somewhat excited,Quite respectful,Once in a while,Understand quite a bit,Very positive,Almost never,Some support,Neither unfair or fair,Somewhat likely,Some respect,Helps my learning a little bit,Sometimes,Belong quite a bit,Sometimes,Somewhat difficult
stu-e5-99,y,Slightly concerned,Sometimes,Quite excited,Somewhat respectful,Almost never,Understand quite a bit,Very positive,Sometimes,A tremendous amount of support,Neither unfair or fair,Somewhat likely,Quite a bit of respect,Helps my learning some,Sometimes,Belong somewhat,Sometimes,Not at all difficult
stu-e5-100,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-101,y,Slightly concerned,Sometimes,Quite excited,Somewhat respectful,Frequently,Understand a little,Somewhat negative,Once in a while,A little bit of support,Very unfair,Quite likely,No respect at all,Hurts my learning some,Sometimes,Belong a little bit,Frequently,Extremely difficult
stu-e5-102,y,Slightly concerned,Once in a while,Somewhat excited,Quite respectful,Frequently,Understand a little,Somewhat negative,Frequently,A tremendous amount of support,Somewhat unfair,Extremely likely,A tremendous amount of respect,Helps my learning a tremendous amount,Sometimes,Belong somewhat,Sometimes,Not at all difficult
stu-e5-103,y,Slightly concerned,Almost never,Not at all excited,Somewhat respectful,Almost never,Understand somewhat,Slightly positive,Once in a while,No support at all,Neither unfair or fair,Slightly likely,A little bit of respect,Hurts my learning a little bit,Frequently,Belong a little bit,Frequently,Quite difficult
stu-e5-104,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-105,y,Not at all concerned,Once in a while,Somewhat excited,Quite respectful,Once in a while,Understand quite a bit,Neither negative or positive,Frequently,Quite a bit of support,Slightly fair,Slightly likely,Quite a bit of respect,Helps my learning some,Once in a while,Belong somewhat,Sometimes,Somewhat difficult
stu-e5-106,y,Extremely concerned,Sometimes,Somewhat excited,Slightly respectful,Frequently,Understand a little,Slightly negative,Once in a while,A tremendous amount of support,Very unfair,Quite likely,No respect at all,Hurts my learning some,Almost always,Belong somewhat,Once in a while,Somewhat difficult
stu-e5-107,y,Quite concerned,Almost always,Quite excited,Extremely respectful,Almost always,Understand somewhat,Slightly negative,Sometimes,No support at all,Somewhat unfair,Slightly likely,Some respect,Neither helps nor hurts my learning,Frequently,Belong a little bit,Sometimes,Extremely difficult
stu-e5-108,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-109,y,Quite concerned,Frequently,Somewhat excited,Somewhat respectful,Almost always,Do not understand at all,Slightly negative,Almost always,Some support,Very unfair,Quite likely,Some respect,Neither helps nor hurts my learning,Almost always,Belong somewhat,Frequently,Quite difficult
stu-e5-110,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-111,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-112,y,Not at all concerned,Sometimes,Slightly excited,Somewhat respectful,Almost never,Understand quite a bit,Very positive,Frequently,A little bit of support,Somewhat fair,Slightly likely,Quite a bit of respect,Neither helps nor hurts my learning,Sometimes,Belong a little bit,Sometimes,Somewhat difficult
stu-e5-113,y,Not at all concerned,Once in a while,Somewhat excited,Somewhat respectful,Once in a while,Completely understand,Slightly positive,Once in a while,No support at all,Neither unfair or fair,Somewhat likely,Some respect,Hurts my learning a little bit,Once in a while,Belong quite a bit,Frequently,Somewhat difficult
stu-e5-114,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-115,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-116,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-117,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-118,y,Slightly concerned,Once in a while,Not at all excited,Not at all respectful,Almost never,Understand somewhat,Slightly positive,Once in a while,No support at all,Very fair,Somewhat likely,Some respect,Hurts my learning a little bit,Sometimes,Belong somewhat,Once in a while,Extremely difficult
stu-e5-119,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-120,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-121,y,Slightly concerned,Almost never,Somewhat excited,Slightly respectful,Sometimes,Understand somewhat,Slightly positive,Sometimes,A tremendous amount of support,Neither unfair or fair,Somewhat likely,Quite a bit of respect,Helps my learning some,Frequently,Belong a little bit,Sometimes,Not at all difficult
stu-e5-122,y,Quite concerned,Frequently,Extremely excited,Somewhat respectful,Once in a while,Understand quite a bit,Neither negative or positive,Frequently,A little bit of support,Neither unfair or fair,Not at all likely,A tremendous amount of respect,Helps my learning some,Sometimes,Belong quite a bit,Sometimes,Quite difficult
stu-e5-123,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-124,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-125,y,Quite concerned,Frequently,Quite excited,Quite respectful,Almost never,Completely understand,Somewhat positive,Once in a while,Quite a bit of support,Somewhat fair,Not at all likely,No respect at all,Hurts my learning some,Almost never,Belong somewhat,Sometimes,Slightly difficult
stu-e5-126,y,Slightly concerned,Sometimes,Somewhat excited,Somewhat respectful,Frequently,Understand a little,Neither negative or positive,Almost always,A tremendous amount of support,Slightly fair,Somewhat likely,Quite a bit of respect,Neither helps nor hurts my learning,Almost never,Completely belong,Once in a while,Somewhat difficult
stu-e5-127,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-128,y,Not at all concerned,Sometimes,Somewhat excited,Somewhat respectful,Almost never,Understand somewhat,Slightly negative,Almost never,Some support,Very unfair,Quite likely,A little bit of respect,Hurts my learning a tremendous amount,Almost always,Belong a little bit,Once in a while,Quite difficult
stu-e5-129,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-130,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-131,y,Slightly concerned,Sometimes,Quite excited,Somewhat respectful,Frequently,Understand a little,Slightly negative,Almost always,Some support,Somewhat unfair,Quite likely,Some respect,Helps my learning a little bit,Sometimes,Belong somewhat,Sometimes,Quite difficult
stu-e5-132,y,Quite concerned,Frequently,Somewhat excited,Slightly respectful,Frequently,Understand a little,Neither negative or positive,Almost always,Some support,Slightly fair,Somewhat likely,Some respect,Helps my learning a little bit,Sometimes,Belong quite a bit,Once in a while,Somewhat difficult
stu-e5-133,y,Somewhat concerned,Frequently,Quite excited,Quite respectful,Once in a while,Understand quite a bit,Slightly positive,Frequently,No support at all,Neither unfair or fair,Slightly likely,A tremendous amount of respect,Helps my learning a tremendous amount,Sometimes,Belong a little bit,Sometimes,Quite difficult
stu-e5-134,y,Not at all concerned,Almost never,Somewhat excited,Slightly respectful,Frequently,Do not understand at all,Neither negative or positive,Almost always,A little bit of support,Slightly fair,Somewhat likely,Some respect,Helps my learning a little bit,Once in a while,Belong somewhat,Sometimes,Extremely difficult
stu-e5-135,y,Quite concerned,Frequently,Somewhat excited,Quite respectful,Almost never,Understand quite a bit,Somewhat positive,Once in a while,No support at all,Neither unfair or fair,Not at all likely,A little bit of respect,Hurts my learning some,Frequently,Do not belong at all,Almost always,Extremely difficult
stu-e5-136,y,Extremely concerned,Almost always,Quite excited,Quite respectful,Almost always,Understand a little,Somewhat negative,Once in a while,Some support,Slightly unfair,Extremely likely,No respect at all,Hurts my learning a little bit,Frequently,Belong somewhat,Frequently,Slightly difficult
stu-e5-137,y,Quite concerned,Sometimes,Slightly excited,Slightly respectful,Almost never,Completely understand,Slightly positive,Almost always,A tremendous amount of support,Somewhat fair,Somewhat likely,Some respect,Helps my learning a little bit,Sometimes,Belong a little bit,Sometimes,Slightly difficult
stu-e5-138,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-139,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-140,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-141,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-142,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-143,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-144,y,Somewhat concerned,Frequently,Somewhat excited,Somewhat respectful,Sometimes,Understand a little,Slightly negative,Frequently,A tremendous amount of support,Neither unfair or fair,Quite likely,Some respect,Hurts my learning a little bit,Frequently,Belong a little bit,Sometimes,Somewhat difficult
stu-e5-145,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-146,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e5-147,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
