"id","answered","enthusiastic_students","staff_trusted","positive_colleagues","supportive_students","respectful_staff_students","optimistic_improvement","students_help_students","colleagues_support_initiatives","positive_environment","positive_leaders","leaders_important_staff_satisfied","leaders_positive_influence","leaders_communicate_effective","leaders_knowledge","leaders_responsive","leaders_effective_rules","leaders_clear_goals","staff_input","friendly_families","meet_families","caring_families","supportive_families","trust_parents","respectful_parents","challenging_families"
m1-15,y,Not at all enthusiastic,Trusted a tremendous amount,Extremely positive,Not at all supportive,Somewhat respectful,Extremely optimistic,Almost never,Quite supportive,Quite positive,Somewhat positive,Quite important,Extremely positive,Quite effectively,Quite knowledgeable,Quite responsive,Somewhat effective,Quite clearly,A tremendous amount of input,Not at all friendly,Frequently,Somewhat caring,Somewhat supportive,Trust some,Somewhat respectful,Quite challenging
m1-16,y,Extremely enthusiastic,Not at all trusted,Extremely positive,Extremely supportive,Extremely respectful,Quite optimistic,Almost all the time,Extremely supportive,Extremely positive,Slightly positive,Somewhat important,Somewhat positive,Quite effectively,Extremely knowledgeable,Quite responsive,Somewhat effective,Somewhat clearly,Some input,Quite friendly,Almost never,Quite caring,Quite supportive,Trust some,Somewhat respectful,Slightly challenging
m1-19,y,Quite enthusiastic,Trusted a tremendous amount,Not at all positive,Quite supportive,Slightly respectful,Not at all optimistic,Frequently,Not at all supportive,Slightly positive,Quite positive,Somewhat important,Somewhat positive,Slightly effectively,Not knowledgeable at all,Somewhat responsive,Slightly effective,Slightly clearly,Almost no input,Extremely friendly,Frequently,Extremely caring,Extremely supportive,Trust a tremendous amount,Quite respectful,Slightly challenging
m1-20,y,Extremely enthusiastic,Trusted somewhat,Slightly positive,Somewhat supportive,Somewhat respectful,Somewhat optimistic,Frequently,Somewhat supportive,Quite positive,Somewhat positive,Quite important,Quite positive,Somewhat effectively,Quite knowledgeable,Somewhat responsive,Quite effective,Extremely clearly,A tremendous amount of input,Somewhat friendly,Sometimes,Quite caring,Extremely supportive,Trust a tremendous amount,Somewhat respectful,Quite challenging
m1-22,y,Somewhat enthusiastic,Trusted a little bit,Somewhat positive,Slightly supportive,Quite respectful,Somewhat optimistic,Sometimes,Quite supportive,Somewhat positive,Somewhat positive,Somewhat important,Somewhat positive,Slightly effectively,Somewhat knowledgeable,Slightly responsive,Somewhat effective,Slightly clearly,A little bit of input,Quite friendly,Almost never,Extremely caring,Extremely supportive,Trust quite a bit,Quite respectful,Somewhat challenging
m1-23,y,Extremely enthusiastic,Trusted somewhat,Somewhat positive,Extremely supportive,Slightly respectful,Slightly optimistic,Frequently,Slightly supportive,Somewhat positive,Slightly positive,Slightly important,Not at all positive,Slightly effectively,Somewhat knowledgeable,Quite responsive,Somewhat effective,Quite clearly,Some input,Quite friendly,Almost never,Quite caring,Quite supportive,Trust quite a bit,Quite respectful,Somewhat challenging
m1-28,y,Not at all enthusiastic,Trusted somewhat,Quite positive,Somewhat supportive,Quite respectful,Somewhat optimistic,Frequently,Quite supportive,Extremely positive,Slightly positive,Slightly important,Not at all positive,Somewhat effectively,Quite knowledgeable,Somewhat responsive,Slightly effective,Not at all clearly,A little bit of input,Extremely friendly,Once in a while,Extremely caring,Extremely supportive,Trust some,Slightly respectful,Extremely challenging
m1-32,y,Somewhat enthusiastic,Trusted quite a bit,Slightly positive,Slightly supportive,Slightly respectful,Not at all optimistic,Almost never,Somewhat supportive,Quite positive,Quite positive,Extremely important,Quite positive,Quite effectively,Somewhat knowledgeable,Somewhat responsive,Quite effective,Extremely clearly,Some input,Not at all friendly,Almost all the time,Not at all caring,Not at all supportive,Trust a little bit,Somewhat respectful,Slightly challenging
m1-33,y,Quite enthusiastic,Not at all trusted,Slightly positive,Somewhat supportive,Somewhat respectful,Slightly optimistic,Frequently,Slightly supportive,Slightly positive,Somewhat positive,Quite important,Somewhat positive,Quite effectively,Extremely knowledgeable,Somewhat responsive,Somewhat effective,Somewhat clearly,Quite a bit of input,Extremely friendly,Frequently,Quite caring,Somewhat supportive,Trust some,Somewhat respectful,Slightly challenging
m1-34,y,Extremely enthusiastic,Trusted somewhat,Slightly positive,Somewhat supportive,Slightly respectful,Somewhat optimistic,Sometimes,Slightly supportive,Somewhat positive,Slightly positive,Not important at all,Not at all positive,Not at all effectively,Slightly knowledgeable,Somewhat responsive,Quite effective,Extremely clearly,A tremendous amount of input,Slightly friendly,Sometimes,Not at all caring,Somewhat supportive,Trust a little bit,Somewhat respectful,Somewhat challenging
m1-35,y,Quite enthusiastic,Trusted somewhat,Slightly positive,Somewhat supportive,Not at all respectful,Slightly optimistic,Once in a while,Not at all supportive,Not at all positive,Quite positive,Somewhat important,Slightly positive,Somewhat effectively,Slightly knowledgeable,Somewhat responsive,Somewhat effective,Somewhat clearly,Some input,Somewhat friendly,Frequently,Somewhat caring,Slightly supportive,Trust some,Somewhat respectful,Somewhat challenging
m1-37,y,Not at all enthusiastic,Trusted a little bit,Quite positive,Slightly supportive,Somewhat respectful,Quite optimistic,Once in a while,Extremely supportive,Quite positive,Somewhat positive,Slightly important,Slightly positive,Somewhat effectively,Quite knowledgeable,Somewhat responsive,Slightly effective,Not at all clearly,Some input,Slightly friendly,Once in a while,Not at all caring,Somewhat supportive,Trust some,Somewhat respectful,Somewhat challenging
m1-39,y,Extremely enthusiastic,Trusted a tremendous amount,Not at all positive,Extremely supportive,Somewhat respectful,Somewhat optimistic,Frequently,Slightly supportive,Somewhat positive,Quite positive,Extremely important,Quite positive,Quite effectively,Somewhat knowledgeable,Somewhat responsive,Somewhat effective,Slightly clearly,A little bit of input,Extremely friendly,Once in a while,Extremely caring,Quite supportive,Trust a tremendous amount,Quite respectful,Slightly challenging
m1-42,y,Not at all enthusiastic,Trusted a little bit,Somewhat positive,Slightly supportive,Quite respectful,Quite optimistic,Sometimes,Quite supportive,Quite positive,Not at all positive,Not important at all,Somewhat positive,Somewhat effectively,Quite knowledgeable,Somewhat responsive,Slightly effective,Slightly clearly,A little bit of input,Somewhat friendly,Almost all the time,Somewhat caring,Quite supportive,Trust some,Somewhat respectful,Quite challenging
m1-45,y,Quite enthusiastic,Trusted somewhat,Extremely positive,Extremely supportive,Extremely respectful,Quite optimistic,Sometimes,Quite supportive,Quite positive,Quite positive,Quite important,Quite positive,Quite effectively,Somewhat knowledgeable,Somewhat responsive,Slightly effective,Somewhat clearly,A little bit of input,Somewhat friendly,Almost all the time,Somewhat caring,Somewhat supportive,Trust some,Slightly respectful,Extremely challenging
m1-46,y,Somewhat enthusiastic,Trusted somewhat,Not at all positive,Slightly supportive,Slightly respectful,Somewhat optimistic,Almost never,Quite supportive,Quite positive,Slightly positive,Not important at all,Slightly positive,Slightly effectively,Somewhat knowledgeable,Quite responsive,Somewhat effective,Quite clearly,Quite a bit of input,Slightly friendly,Frequently,Slightly caring,Slightly supportive,Do not trust at all,Not at all respectful,Extremely challenging
m1-47,y,Slightly enthusiastic,Trusted quite a bit,Extremely positive,Somewhat supportive,Somewhat respectful,Somewhat optimistic,Frequently,Slightly supportive,Somewhat positive,Somewhat positive,Somewhat important,Somewhat positive,Somewhat effectively,Slightly knowledgeable,Slightly responsive,Slightly effective,Slightly clearly,A little bit of input,Somewhat friendly,Once in a while,Somewhat caring,Quite supportive,Trust some,Slightly respectful,Extremely challenging
m1-48,y,Quite enthusiastic,Not at all trusted,Not at all positive,Somewhat supportive,Not at all respectful,Slightly optimistic,Once in a while,Not at all supportive,Somewhat positive,Not at all positive,Not important at all,Slightly positive,Not at all effectively,Not knowledgeable at all,Somewhat responsive,Somewhat effective,Quite clearly,Some input,Somewhat friendly,Almost all the time,Slightly caring,Not at all supportive,Do not trust at all,Not at all respectful,Extremely challenging
m1-50,y,Slightly enthusiastic,Trusted quite a bit,Somewhat positive,Not at all supportive,Slightly respectful,Somewhat optimistic,Sometimes,Quite supportive,Quite positive,Somewhat positive,Quite important,Quite positive,Extremely effectively,Extremely knowledgeable,Somewhat responsive,Quite effective,Somewhat clearly,Some input,Slightly friendly,Frequently,Not at all caring,Not at all supportive,Do not trust at all,Not at all respectful,Somewhat challenging
m1-52,y,Slightly enthusiastic,Trusted quite a bit,Somewhat positive,Not at all supportive,Quite respectful,Quite optimistic,Once in a while,Extremely supportive,Quite positive,Quite positive,Extremely important,Somewhat positive,Slightly effectively,Not knowledgeable at all,Not at all responsive,Slightly effective,Not at all clearly,Some input,Somewhat friendly,Almost never,Somewhat caring,Somewhat supportive,Trust a little bit,Somewhat respectful,Somewhat challenging
m1-58,y,Slightly enthusiastic,Trusted a little bit,Extremely positive,Slightly supportive,Quite respectful,Extremely optimistic,Almost never,Quite supportive,Somewhat positive,Slightly positive,Slightly important,Slightly positive,Slightly effectively,Somewhat knowledgeable,Quite responsive,Somewhat effective,Quite clearly,Some input,Slightly friendly,Once in a while,Not at all caring,Not at all supportive,Trust a little bit,Not at all respectful,Somewhat challenging
m1-59,y,Somewhat enthusiastic,Trusted somewhat,Quite positive,Quite supportive,Somewhat respectful,Extremely optimistic,Frequently,Extremely supportive,Somewhat positive,Slightly positive,Not important at all,Not at all positive,Slightly effectively,Somewhat knowledgeable,Quite responsive,Extremely effective,Extremely clearly,Some input,Somewhat friendly,Once in a while,Quite caring,Quite supportive,Trust a tremendous amount,Quite respectful,Not at all challenging
m1-62,y,Extremely enthusiastic,Trusted a tremendous amount,Extremely positive,Extremely supportive,Extremely respectful,Extremely optimistic,Frequently,Extremely supportive,Extremely positive,Somewhat positive,Quite important,Extremely positive,Somewhat effectively,Somewhat knowledgeable,Quite responsive,Quite effective,Quite clearly,Quite a bit of input,Quite friendly,Sometimes,Somewhat caring,Quite supportive,Trust quite a bit,Somewhat respectful,Quite challenging
m1-64,y,Extremely enthusiastic,Trusted a little bit,Not at all positive,Somewhat supportive,Not at all respectful,Slightly optimistic,Sometimes,Somewhat supportive,Slightly positive,Not at all positive,Slightly important,Slightly positive,Slightly effectively,Slightly knowledgeable,Somewhat responsive,Slightly effective,Not at all clearly,A little bit of input,Slightly friendly,Once in a while,Slightly caring,Somewhat supportive,Trust some,Somewhat respectful,Somewhat challenging
m1-66,y,Not at all enthusiastic,Trusted quite a bit,Quite positive,Not at all supportive,Extremely respectful,Somewhat optimistic,Almost never,Somewhat supportive,Slightly positive,Quite positive,Quite important,Quite positive,Somewhat effectively,Quite knowledgeable,Extremely responsive,Quite effective,Somewhat clearly,A little bit of input,Not at all friendly,Almost all the time,Somewhat caring,Somewhat supportive,Trust some,Quite respectful,Slightly challenging
m1-67,y,Quite enthusiastic,Trusted somewhat,Slightly positive,Somewhat supportive,Not at all respectful,Not at all optimistic,Frequently,Slightly supportive,Somewhat positive,Quite positive,Quite important,Extremely positive,Somewhat effectively,Slightly knowledgeable,Somewhat responsive,Slightly effective,Slightly clearly,A little bit of input,Somewhat friendly,Almost all the time,Slightly caring,Slightly supportive,Trust a little bit,Slightly respectful,Extremely challenging
m1-68,y,Quite enthusiastic,Not at all trusted,Extremely positive,Somewhat supportive,Quite respectful,Somewhat optimistic,Frequently,Somewhat supportive,Somewhat positive,Somewhat positive,Somewhat important,Quite positive,Somewhat effectively,Somewhat knowledgeable,Slightly responsive,Slightly effective,Somewhat clearly,Quite a bit of input,Extremely friendly,Sometimes,Extremely caring,Quite supportive,Trust quite a bit,Quite respectful,Slightly challenging
m1-72,y,Quite enthusiastic,Trusted a tremendous amount,Somewhat positive,Somewhat supportive,Somewhat respectful,Quite optimistic,Sometimes,Somewhat supportive,Quite positive,Somewhat positive,Somewhat important,Somewhat positive,Somewhat effectively,Quite knowledgeable,Extremely responsive,Somewhat effective,Slightly clearly,Some input,Somewhat friendly,Almost never,Slightly caring,Slightly supportive,Trust some,Slightly respectful,Quite challenging
m1-74,y,Extremely enthusiastic,Trusted quite a bit,Not at all positive,Quite supportive,Somewhat respectful,Slightly optimistic,Sometimes,Slightly supportive,Slightly positive,Extremely positive,Extremely important,Somewhat positive,Quite effectively,Quite knowledgeable,Extremely responsive,Extremely effective,Quite clearly,A tremendous amount of input,Somewhat friendly,Frequently,Somewhat caring,Somewhat supportive,Trust a little bit,Slightly respectful,Somewhat challenging
m1-81,y,Quite enthusiastic,Trusted quite a bit,Extremely positive,Extremely supportive,Somewhat respectful,Somewhat optimistic,Almost all the time,Quite supportive,Quite positive,Extremely positive,Somewhat important,Quite positive,Somewhat effectively,Slightly knowledgeable,Slightly responsive,Slightly effective,Somewhat clearly,Some input,Somewhat friendly,Once in a while,Quite caring,Somewhat supportive,Trust quite a bit,Extremely respectful,Slightly challenging
m1-84,y,Quite enthusiastic,Trusted a tremendous amount,Not at all positive,Quite supportive,Slightly respectful,Somewhat optimistic,Almost all the time,Slightly supportive,Not at all positive,Quite positive,Extremely important,Quite positive,Extremely effectively,Extremely knowledgeable,Quite responsive,Quite effective,Somewhat clearly,Quite a bit of input,Somewhat friendly,Almost never,Somewhat caring,Slightly supportive,Do not trust at all,Not at all respectful,Quite challenging
m1-86,y,Slightly enthusiastic,Trusted quite a bit,Extremely positive,Somewhat supportive,Quite respectful,Quite optimistic,Sometimes,Extremely supportive,Somewhat positive,Somewhat positive,Somewhat important,Somewhat positive,Slightly effectively,Not knowledgeable at all,Somewhat responsive,Quite effective,Quite clearly,Some input,Slightly friendly,Almost never,Somewhat caring,Slightly supportive,Trust some,Quite respectful,Not at all challenging
m1-87,y,Extremely enthusiastic,Trusted a tremendous amount,Not at all positive,Somewhat supportive,Somewhat respectful,Slightly optimistic,Once in a while,Slightly supportive,Not at all positive,Somewhat positive,Somewhat important,Quite positive,Quite effectively,Somewhat knowledgeable,Slightly responsive,Somewhat effective,Slightly clearly,Almost no input,Somewhat friendly,Almost all the time,Quite caring,Quite supportive,Trust some,Slightly respectful,Somewhat challenging
m1-91,y,Not at all enthusiastic,Trusted a little bit,Somewhat positive,Slightly supportive,Slightly respectful,Slightly optimistic,Almost never,Slightly supportive,Somewhat positive,Not at all positive,Not important at all,Somewhat positive,Slightly effectively,Not knowledgeable at all,Not at all responsive,Somewhat effective,Quite clearly,A tremendous amount of input,Not at all friendly,Sometimes,Slightly caring,Slightly supportive,Trust some,Slightly respectful,Extremely challenging
