id,answered,respect_teacher,concerned_teacher,visit_teachers,how_teacher,again_teacher,disrespectful_people,understand_people,energy_school,fights_students,connected_adults,space_school,online_bully,respect_students,fair_rules,school_violence,matter_others,behavior_students,adult_help,belong_school,excited_teachers,unfair_adults,teachers_race,think_race,honest_race,encourage_race,share_race,often_race,adults_race,school_race
stu-h5-63,y,None of my teachers,About half of my teachers,About half of my teachers,Most of my teachers,All of my teachers,Almost never,Understand quite a bit,Somewhat positive,Sometimes,Somewhat connected,Slightly pleasant,Not at all likely,A little bit of respect,Neither unfair or fair,Frequently,Matter a little bit,Hurts my learning a little bit,Quite difficult,Belong a little bit,Frequently,Extremely unfairly,Almost always,Almost never,Not at all confident,Once in a while,Quite comfortable,Once in a while,Almost never,Not at all well
stu-h5-64,y,A few of my teachers,About half of my teachers,Most of my teachers,About half of my teachers,About half of my teachers,Sometimes,Understand a little,Somewhat negative,Sometimes,Somewhat connected,Very unpleasant,Somewhat likely,Quite a bit of respect,Somewhat unfair,Almost always,Do not matter at all,Helps my learning a little bit,Somewhat difficult,Belong a little bit,Sometimes,Somewhat unfairly,Frequently,Sometimes,Quite confident,Once in a while,Somewhat comfortable,Frequently,Sometimes,Slightly well
stu-h5-65,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h5-66,y,A few of my teachers,A few of my teachers,None of my teachers,A few of my teachers,About half of my teachers,Once in a while,Completely understand,Somewhat positive,Once in a while,Quite connected,Somewhat pleasant,Not at all likely,Quite a bit of respect,Somewhat fair,Once in a while,Matter quite a bit,Helps my learning some,Slightly difficult,Belong quite a bit,Frequently,Slightly unfairly,Sometimes,Almost always,Quite confident,Almost always,Quite comfortable,Sometimes,Almost always,Quite well
stu-h5-67,y,A few of my teachers,About half of my teachers,About half of my teachers,Most of my teachers,All of my teachers,Almost always,Do not understand at all,Very negative,Frequently,Slightly connected,Slightly unpleasant,Somewhat likely,Some respect,Neither unfair or fair,Frequently,Do not matter at all,Helps my learning a little bit,Somewhat difficult,Belong somewhat,Sometimes,Slightly unfairly,Frequently,Almost never,Quite confident,Sometimes,Somewhat comfortable,Frequently,Sometimes,Slightly well
stu-h5-68,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h5-69,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h5-70,y,A few of my teachers,None of my teachers,A few of my teachers,A few of my teachers,About half of my teachers,Once in a while,Understand somewhat,Slightly positive,Almost never,Quite connected,Slightly pleasant,Quite likely,Some respect,Slightly fair,Almost never,Matter a tremendous amount,Hurts my learning a little bit,Not at all difficult,Belong somewhat,Once in a while,Slightly unfairly,Once in a while,Once in a while,Not at all confident,Once in a while,Somewhat comfortable,Once in a while,Frequently,Slightly well
stu-h5-71,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h5-72,y,None of my teachers,A few of my teachers,A few of my teachers,About half of my teachers,Most of my teachers,Frequently,Understand somewhat,Slightly positive,Almost never,Extremely connected,Somewhat pleasant,Somewhat likely,A tremendous amount of respect,Slightly fair,Almost never,Matter a tremendous amount,Helps my learning a tremendous amount,Not at all difficult,Belong somewhat,Sometimes,Somewhat unfairly,Frequently,Frequently,Extremely confident,Once in a while,Quite comfortable,Frequently,Frequently,Not at all well
stu-h5-73,y,All of my teachers,About half of my teachers,Most of my teachers,About half of my teachers,A few of my teachers,Almost always,Do not understand at all,Very negative,Frequently,Not at all connected,Slightly unpleasant,Somewhat likely,A little bit of respect,Very unfair,Almost always,Do not matter at all,Hurts my learning some,Somewhat difficult,Belong somewhat,Once in a while,Somewhat unfairly,Sometimes,Sometimes,Not at all confident,Sometimes,Slightly comfortable,Sometimes,Frequently,Quite well
stu-h5-74,y,None of my teachers,A few of my teachers,About half of my teachers,About half of my teachers,Most of my teachers,Almost never,Understand quite a bit,Neither negative or positive,Frequently,Quite connected,Slightly pleasant,Somewhat likely,A little bit of respect,Neither unfair or fair,Once in a while,Matter quite a bit,Hurts my learning a little bit,Not at all difficult,Completely belong,Frequently,Slightly unfairly,Sometimes,Almost never,Not at all confident,Almost always,Somewhat comfortable,Sometimes,Sometimes,Quite well
stu-h5-75,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h5-76,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h5-77,y,All of my teachers,Most of my teachers,All of my teachers,Most of my teachers,All of my teachers,Sometimes,Understand quite a bit,Somewhat positive,Almost never,Somewhat connected,Neither pleasant or unpleasant,Not at all likely,A tremendous amount of respect,Neither unfair or fair,Frequently,Matter somewhat,Helps my learning a tremendous amount,Somewhat difficult,Belong somewhat,Sometimes,Slightly unfairly,Sometimes,Sometimes,Quite confident,Once in a while,Quite comfortable,Sometimes,Almost always,Not at all well
stu-h5-78,y,Most of my teachers,Most of my teachers,Most of my teachers,About half of my teachers,Most of my teachers,Sometimes,Understand somewhat,Slightly positive,Once in a while,Extremely connected,Slightly pleasant,Quite likely,Some respect,Slightly fair,Sometimes,Matter quite a bit,Neither helps nor hurts my learning,Somewhat difficult,Belong quite a bit,Almost always,Slightly unfairly,Sometimes,Frequently,Slightly confident,Sometimes,Slightly comfortable,Sometimes,Sometimes,Slightly well
stu-h5-79,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h5-80,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h5-81,y,All of my teachers,All of my teachers,About half of my teachers,About half of my teachers,About half of my teachers,Once in a while,Completely understand,Very positive,Almost never,Somewhat connected,Somewhat pleasant,Not at all likely,Some respect,Somewhat fair,Almost never,Matter a tremendous amount,Neither helps nor hurts my learning,Quite difficult,Completely belong,Sometimes,Somewhat unfairly,Sometimes,Almost never,Somewhat confident,Frequently,Quite comfortable,Once in a while,Once in a while,Extremely well
stu-h5-82,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h5-83,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h5-84,y,All of my teachers,About half of my teachers,About half of my teachers,A few of my teachers,A few of my teachers,Sometimes,Understand a little,Neither negative or positive,Once in a while,Quite connected,Slightly pleasant,Somewhat likely,A tremendous amount of respect,Very fair,Almost never,Matter a tremendous amount,Helps my learning a little bit,Slightly difficult,Belong somewhat,Once in a while,Not at all unfairly,Once in a while,Almost always,Extremely confident,Sometimes,Slightly comfortable,Frequently,Sometimes,Somewhat well
stu-h5-85,y,Most of my teachers,All of my teachers,About half of my teachers,About half of my teachers,About half of my teachers,Sometimes,Understand quite a bit,Slightly positive,Sometimes,Extremely connected,Somewhat pleasant,Slightly likely,A little bit of respect,Somewhat fair,Almost never,Matter quite a bit,Hurts my learning a tremendous amount,Not at all difficult,Completely belong,Frequently,Slightly unfairly,Almost always,Sometimes,Slightly confident,Almost always,Extremely comfortable,Almost never,Sometimes,Extremely well
stu-h5-86,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h5-87,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h5-88,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h5-89,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-h5-90,y,All of my teachers,About half of my teachers,A few of my teachers,About half of my teachers,A few of my teachers,Almost always,Understand somewhat,Slightly negative,Frequently,Not at all connected,Somewhat unpleasant,Quite likely,A little bit of respect,Slightly unfair,Almost always,Matter somewhat,Hurts my learning a tremendous amount,Extremely difficult,Belong quite a bit,Once in a while,Extremely unfairly,Sometimes,Almost never,Not at all confident,Sometimes,Somewhat comfortable,Sometimes,Almost never,Somewhat well
