id,answered,concerned_teacher,how_teacher,again_teacher,respect_teacher,disrespectful_people,understand_people,energy_school,fights_students,support_adults,fair_rules,online_bully,respect_students,behavior_students,school_violence,belong_school,excited_teacher,adult_help
stu-e6-11,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-12,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-13,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-14,y,Slightly concerned,Sometimes,Slightly excited,Slightly respectful,Frequently,Understand somewhat,Neither negative or positive,Sometimes,A tremendous amount of support,Slightly fair,Quite likely,Quite a bit of respect,Helps my learning a tremendous amount,Sometimes,Belong a little bit,Almost never,Somewhat difficult
stu-e6-15,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-16,y,Extremely concerned,Sometimes,Quite excited,Somewhat respectful,Almost never,Understand somewhat,Slightly negative,Once in a while,Some support,Somewhat unfair,Quite likely,A little bit of respect,Neither helps nor hurts my learning,Frequently,Belong somewhat,Once in a while,Slightly difficult
stu-e6-17,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-18,y,Somewhat concerned,Sometimes,Somewhat excited,Slightly respectful,Almost always,Do not understand at all,Slightly negative,Almost never,A little bit of support,Slightly unfair,Extremely likely,No respect at all,Hurts my learning a little bit,Frequently,Belong a little bit,Sometimes,Somewhat difficult
stu-e6-19,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-20,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-21,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-22,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-23,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-24,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-25,y,Quite concerned,Frequently,Quite excited,Extremely respectful,Sometimes,Understand quite a bit,Somewhat positive,Sometimes,A tremendous amount of support,Very fair,Not at all likely,A little bit of respect,Hurts my learning some,Once in a while,Belong somewhat,Almost always,Not at all difficult
stu-e6-26,y,Quite concerned,Sometimes,Slightly excited,Not at all respectful,Frequently,Do not understand at all,Very negative,Almost always,Quite a bit of support,Somewhat unfair,Extremely likely,A tremendous amount of respect,Neither helps nor hurts my learning,Frequently,Belong somewhat,Almost never,Slightly difficult
stu-e6-27,y,Quite concerned,Sometimes,Slightly excited,Somewhat respectful,Sometimes,Understand a little,Neither negative or positive,Frequently,A little bit of support,Slightly unfair,Somewhat likely,Quite a bit of respect,Helps my learning a little bit,Sometimes,Belong a little bit,Sometimes,Quite difficult
stu-e6-28,y,Quite concerned,Sometimes,Somewhat excited,Slightly respectful,Almost always,Understand somewhat,Slightly positive,Frequently,A tremendous amount of support,Neither unfair or fair,Quite likely,Quite a bit of respect,Helps my learning a little bit,Sometimes,Belong quite a bit,Once in a while,Slightly difficult
stu-e6-29,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-30,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-31,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-32,y,Extremely concerned,Frequently,Somewhat excited,Slightly respectful,Almost always,Understand a little,Somewhat negative,Almost always,Some support,Somewhat unfair,Quite likely,A tremendous amount of respect,Helps my learning a tremendous amount,Frequently,Belong somewhat,Sometimes,Slightly difficult
stu-e6-33,y,Quite concerned,Frequently,Somewhat excited,Quite respectful,Sometimes,Understand quite a bit,Neither negative or positive,Almost never,Some support,Slightly unfair,Not at all likely,A little bit of respect,Hurts my learning a tremendous amount,Sometimes,Belong a little bit,Almost always,Somewhat difficult
stu-e6-34,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-35,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-36,y,Extremely concerned,Frequently,Quite excited,Somewhat respectful,Almost always,Understand somewhat,Slightly negative,Sometimes,No support at all,Very unfair,Somewhat likely,A little bit of respect,Hurts my learning a tremendous amount,Almost always,Belong somewhat,Once in a while,Extremely difficult
stu-e6-37,y,Not at all concerned,Sometimes,Quite excited,Extremely respectful,Almost never,Completely understand,Slightly positive,Frequently,A little bit of support,Slightly fair,Somewhat likely,Quite a bit of respect,Neither helps nor hurts my learning,Once in a while,Belong quite a bit,Sometimes,Quite difficult
stu-e6-38,y,Extremely concerned,Almost always,Somewhat excited,Somewhat respectful,Almost always,Understand somewhat,Neither negative or positive,Sometimes,No support at all,Slightly fair,Slightly likely,A little bit of respect,Hurts my learning some,Almost never,Completely belong,Once in a while,Somewhat difficult
stu-e6-39,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-40,y,Somewhat concerned,Sometimes,Quite excited,Quite respectful,Almost always,Do not understand at all,Somewhat negative,Once in a while,No support at all,Neither unfair or fair,Extremely likely,No respect at all,Hurts my learning some,Frequently,Do not belong at all,Sometimes,Extremely difficult
stu-e6-41,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-42,y,Somewhat concerned,Once in a while,Somewhat excited,Slightly respectful,Sometimes,Understand somewhat,Slightly positive,Frequently,A little bit of support,Somewhat fair,Somewhat likely,Quite a bit of respect,Helps my learning some,Sometimes,Belong a little bit,Once in a while,Extremely difficult
stu-e6-43,y,Somewhat concerned,Sometimes,Somewhat excited,Quite respectful,Frequently,Understand a little,Somewhat negative,Almost never,No support at all,Slightly unfair,Quite likely,A little bit of respect,Hurts my learning a tremendous amount,Almost always,Belong somewhat,Almost always,Extremely difficult
stu-e6-44,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-45,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-46,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-47,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-48,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-49,y,Slightly concerned,Almost never,Slightly excited,Somewhat respectful,Almost never,Understand quite a bit,Very positive,Almost never,A tremendous amount of support,Neither unfair or fair,Slightly likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Once in a while,Somewhat difficult
stu-e6-50,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-51,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-52,y,Quite concerned,Frequently,Quite excited,Extremely respectful,Frequently,Understand a little,Very negative,Almost always,No support at all,Very unfair,Quite likely,Quite a bit of respect,Neither helps nor hurts my learning,Almost always,Belong somewhat,Almost always,Extremely difficult
stu-e6-53,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-54,y,Slightly concerned,Once in a while,Not at all excited,Somewhat respectful,Almost always,Understand somewhat,Slightly positive,Almost always,A little bit of support,Neither unfair or fair,Quite likely,A tremendous amount of respect,Helps my learning some,Sometimes,Belong somewhat,Once in a while,Somewhat difficult
stu-e6-55,y,Slightly concerned,Sometimes,Slightly excited,Not at all respectful,Once in a while,Understand quite a bit,Slightly positive,Frequently,No support at all,Somewhat fair,Not at all likely,A tremendous amount of respect,Helps my learning some,Once in a while,Belong quite a bit,Sometimes,Somewhat difficult
stu-e6-56,y,Somewhat concerned,Once in a while,Slightly excited,Not at all respectful,Almost always,Do not understand at all,Very negative,Almost never,No support at all,Very unfair,Extremely likely,A little bit of respect,Hurts my learning a tremendous amount,Almost always,Belong somewhat,Sometimes,Quite difficult
stu-e6-57,y,Somewhat concerned,Frequently,Somewhat excited,Somewhat respectful,Almost always,Understand somewhat,Neither negative or positive,Once in a while,Quite a bit of support,Slightly fair,Somewhat likely,Some respect,Neither helps nor hurts my learning,Once in a while,Belong quite a bit,Once in a while,Not at all difficult
stu-e6-58,y,Somewhat concerned,Sometimes,Quite excited,Somewhat respectful,Sometimes,Understand quite a bit,Somewhat positive,Almost always,Quite a bit of support,Somewhat fair,Slightly likely,Some respect,Hurts my learning a little bit,Almost never,Belong quite a bit,Frequently,Not at all difficult
stu-e6-59,y,Not at all concerned,Sometimes,Somewhat excited,Slightly respectful,Sometimes,Understand a little,Somewhat negative,Almost never,Some support,Slightly unfair,Extremely likely,A little bit of respect,Hurts my learning a tremendous amount,Frequently,Belong somewhat,Sometimes,Slightly difficult
stu-e6-60,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-61,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-62,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-63,y,Extremely concerned,Frequently,Extremely excited,Extremely respectful,Frequently,Understand somewhat,Neither negative or positive,Frequently,A little bit of support,Slightly unfair,Slightly likely,Quite a bit of respect,Helps my learning a little bit,Frequently,Belong a little bit,Frequently,Extremely difficult
stu-e6-64,y,Quite concerned,Frequently,Somewhat excited,Somewhat respectful,Almost never,Understand somewhat,Slightly positive,Almost never,Some support,Neither unfair or fair,Quite likely,Some respect,Hurts my learning a little bit,Sometimes,Belong somewhat,Once in a while,Quite difficult
stu-e6-65,y,Quite concerned,Almost always,Extremely excited,Quite respectful,Almost never,Understand quite a bit,Very positive,Once in a while,Some support,Somewhat fair,Somewhat likely,Some respect,Helps my learning a little bit,Sometimes,Belong somewhat,Almost always,Slightly difficult
stu-e6-66,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-67,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-68,y,Slightly concerned,Almost never,Somewhat excited,Slightly respectful,Frequently,Do not understand at all,Neither negative or positive,Sometimes,A tremendous amount of support,Neither unfair or fair,Quite likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong a little bit,Almost never,Slightly difficult
stu-e6-69,y,Slightly concerned,Almost never,Slightly excited,Not at all respectful,Once in a while,Understand somewhat,Slightly negative,Once in a while,Some support,Somewhat unfair,Slightly likely,A little bit of respect,Hurts my learning a little bit,Almost always,Belong a little bit,Almost never,Somewhat difficult
stu-e6-70,y,Slightly concerned,Sometimes,Slightly excited,Somewhat respectful,Frequently,Understand a little,Slightly negative,Sometimes,Some support,Slightly unfair,Quite likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong somewhat,Sometimes,Somewhat difficult
stu-e6-71,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-72,y,Extremely concerned,Sometimes,Slightly excited,Slightly respectful,Once in a while,Completely understand,Slightly positive,Almost never,A tremendous amount of support,Slightly fair,Not at all likely,A little bit of respect,Hurts my learning a tremendous amount,Sometimes,Belong quite a bit,Once in a while,Slightly difficult
stu-e6-73,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-74,y,Quite concerned,Frequently,Somewhat excited,Somewhat respectful,Frequently,Do not understand at all,Slightly negative,Frequently,Quite a bit of support,Slightly unfair,Extremely likely,Some respect,Hurts my learning a little bit,Almost always,Belong somewhat,Frequently,Not at all difficult
stu-e6-75,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-76,y,Slightly concerned,Sometimes,Quite excited,Extremely respectful,Sometimes,Understand a little,Somewhat negative,Sometimes,A little bit of support,Neither unfair or fair,Quite likely,Some respect,Neither helps nor hurts my learning,Once in a while,Belong somewhat,Sometimes,Extremely difficult
stu-e6-77,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-78,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-79,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-80,y,Extremely concerned,Almost always,Somewhat excited,Quite respectful,Sometimes,Understand a little,Very negative,Almost always,Quite a bit of support,Slightly unfair,Somewhat likely,Some respect,Neither helps nor hurts my learning,Sometimes,Belong quite a bit,Sometimes,Not at all difficult
stu-e6-81,y,Not at all concerned,Sometimes,Somewhat excited,Slightly respectful,Almost always,Do not understand at all,Somewhat negative,Frequently,Some support,Slightly unfair,Extremely likely,Quite a bit of respect,Helps my learning some,Frequently,Belong somewhat,Almost never,Slightly difficult
stu-e6-82,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-83,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-84,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-85,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-86,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-87,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-88,y,Slightly concerned,Sometimes,Somewhat excited,Slightly respectful,Once in a while,Understand quite a bit,Somewhat positive,Frequently,Some support,Slightly fair,Not at all likely,A tremendous amount of respect,Helps my learning a tremendous amount,Almost never,Belong quite a bit,Almost never,Somewhat difficult
stu-e6-89,y,Quite concerned,Almost always,Quite excited,Quite respectful,Almost never,Understand somewhat,Slightly positive,Sometimes,Some support,Somewhat fair,Somewhat likely,A little bit of respect,Hurts my learning a tremendous amount,Once in a while,Belong quite a bit,Almost always,Somewhat difficult
stu-e6-90,y,Extremely concerned,Frequently,Extremely excited,Somewhat respectful,Sometimes,Understand a little,Somewhat negative,Almost never,A little bit of support,Somewhat unfair,Somewhat likely,No respect at all,Hurts my learning some,Almost always,Belong a little bit,Frequently,Somewhat difficult
stu-e6-91,y,Quite concerned,Sometimes,Slightly excited,Somewhat respectful,Frequently,Understand somewhat,Neither negative or positive,Almost never,Some support,Slightly fair,Slightly likely,No respect at all,Hurts my learning a little bit,Almost never,Completely belong,Once in a while,Somewhat difficult
stu-e6-92,y,Slightly concerned,Sometimes,Quite excited,Somewhat respectful,Once in a while,Completely understand,Very positive,Once in a while,Quite a bit of support,Somewhat fair,Not at all likely,No respect at all,Hurts my learning a tremendous amount,Almost never,Belong somewhat,Frequently,Somewhat difficult
stu-e6-93,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-94,y,Slightly concerned,Almost never,Somewhat excited,Quite respectful,Almost never,Completely understand,Slightly positive,Once in a while,No support at all,Somewhat fair,Somewhat likely,Some respect,Hurts my learning a little bit,Once in a while,Completely belong,Frequently,Somewhat difficult
stu-e6-95,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-96,y,Extremely concerned,Frequently,Extremely excited,Somewhat respectful,Once in a while,Completely understand,Neither negative or positive,Sometimes,A little bit of support,Slightly fair,Somewhat likely,Quite a bit of respect,Helps my learning a tremendous amount,Sometimes,Belong quite a bit,Once in a while,Quite difficult
stu-e6-97,y,Quite concerned,Frequently,Quite excited,Extremely respectful,Frequently,Understand a little,Somewhat negative,Sometimes,A tremendous amount of support,Somewhat unfair,Extremely likely,A little bit of respect,Neither helps nor hurts my learning,Almost always,Belong a little bit,Frequently,Slightly difficult
stu-e6-98,y,Quite concerned,Almost always,Extremely excited,Quite respectful,Frequently,Do not understand at all,Neither negative or positive,Once in a while,A tremendous amount of support,Neither unfair or fair,Somewhat likely,No respect at all,Hurts my learning a tremendous amount,Sometimes,Belong somewhat,Sometimes,Somewhat difficult
stu-e6-99,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-100,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-101,y,Somewhat concerned,Sometimes,Somewhat excited,Somewhat respectful,Once in a while,Understand quite a bit,Slightly positive,Almost always,A little bit of support,Somewhat fair,Somewhat likely,A tremendous amount of respect,Helps my learning a tremendous amount,Once in a while,Completely belong,Frequently,Extremely difficult
stu-e6-102,y,Extremely concerned,Almost always,Quite excited,Quite respectful,Once in a while,Completely understand,Very positive,Almost never,No support at all,Somewhat fair,Slightly likely,Some respect,Hurts my learning a little bit,Once in a while,Belong somewhat,Almost always,Extremely difficult
stu-e6-103,y,Quite concerned,Almost always,Somewhat excited,Somewhat respectful,Sometimes,Understand a little,Slightly negative,Almost always,A little bit of support,Slightly unfair,Extremely likely,Some respect,Helps my learning a little bit,Frequently,Belong somewhat,Frequently,Extremely difficult
stu-e6-104,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-105,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-106,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-107,y,Extremely concerned,Almost always,Somewhat excited,Quite respectful,Once in a while,Completely understand,Very positive,Almost always,Quite a bit of support,Slightly fair,Slightly likely,Some respect,Hurts my learning a little bit,Almost never,Belong somewhat,Almost always,Not at all difficult
stu-e6-108,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-109,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-110,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-111,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-112,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-113,y,Slightly concerned,Almost never,Slightly excited,Slightly respectful,Sometimes,Understand quite a bit,Somewhat positive,Almost never,A little bit of support,Somewhat fair,Slightly likely,No respect at all,Hurts my learning some,Almost never,Belong quite a bit,Almost never,Quite difficult
stu-e6-114,y,Quite concerned,Almost always,Somewhat excited,Slightly respectful,Almost never,Understand somewhat,Slightly negative,Almost never,A tremendous amount of support,Very unfair,Slightly likely,A little bit of respect,Neither helps nor hurts my learning,Frequently,Belong somewhat,Sometimes,Somewhat difficult
stu-e6-115,y,Slightly concerned,Sometimes,Somewhat excited,Quite respectful,Almost never,Understand quite a bit,Very positive,Sometimes,Quite a bit of support,Somewhat fair,Somewhat likely,Quite a bit of respect,Helps my learning a tremendous amount,Once in a while,Belong somewhat,Almost always,Slightly difficult
stu-e6-116,y,Somewhat concerned,Once in a while,Somewhat excited,Quite respectful,Almost always,Understand a little,Somewhat negative,Once in a while,Some support,Somewhat unfair,Somewhat likely,A little bit of respect,Hurts my learning a tremendous amount,Frequently,Belong a little bit,Frequently,Quite difficult
stu-e6-117,y,Somewhat concerned,Once in a while,Not at all excited,Slightly respectful,Almost never,Understand somewhat,Slightly negative,Frequently,Quite a bit of support,Somewhat unfair,Quite likely,A tremendous amount of respect,Helps my learning a little bit,Almost always,Do not belong at all,Almost never,Somewhat difficult
stu-e6-118,y,Not at all concerned,Once in a while,Not at all excited,Somewhat respectful,Frequently,Understand somewhat,Slightly positive,Almost always,A little bit of support,Slightly fair,Slightly likely,Some respect,Helps my learning a little bit,Once in a while,Completely belong,Once in a while,Quite difficult
stu-e6-119,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-120,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-121,y,Not at all concerned,Almost never,Somewhat excited,Somewhat respectful,Almost always,Understand a little,Very negative,Once in a while,A tremendous amount of support,Neither unfair or fair,Quite likely,Some respect,Neither helps nor hurts my learning,Once in a while,Completely belong,Sometimes,Somewhat difficult
stu-e6-122,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-123,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-124,y,Not at all concerned,Almost never,Not at all excited,Slightly respectful,Sometimes,Understand quite a bit,Somewhat positive,Almost never,Quite a bit of support,Slightly fair,Not at all likely,A little bit of respect,Hurts my learning a tremendous amount,Sometimes,Belong somewhat,Almost never,Not at all difficult
stu-e6-125,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-126,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-127,y,Not at all concerned,Sometimes,Quite excited,Quite respectful,Frequently,Understand a little,Neither negative or positive,Frequently,Some support,Slightly unfair,Somewhat likely,A tremendous amount of respect,Helps my learning a tremendous amount,Sometimes,Belong quite a bit,Sometimes,Slightly difficult
stu-e6-128,y,Slightly concerned,Sometimes,Slightly excited,Slightly respectful,Sometimes,Understand a little,Somewhat negative,Almost always,Some support,Neither unfair or fair,Somewhat likely,Quite a bit of respect,Helps my learning a tremendous amount,Frequently,Belong somewhat,Sometimes,Somewhat difficult
stu-e6-129,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-130,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-131,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-132,y,Slightly concerned,Once in a while,Slightly excited,Somewhat respectful,Almost always,Do not understand at all,Somewhat negative,Once in a while,Quite a bit of support,Somewhat unfair,Extremely likely,Some respect,Helps my learning a little bit,Sometimes,Belong quite a bit,Sometimes,Somewhat difficult
stu-e6-133,y,Quite concerned,Frequently,Quite excited,Somewhat respectful,Sometimes,Understand somewhat,Neither negative or positive,Almost always,A tremendous amount of support,Neither unfair or fair,Somewhat likely,A tremendous amount of respect,Helps my learning some,Once in a while,Completely belong,Once in a while,Not at all difficult
stu-e6-134,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-135,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-136,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-137,y,Somewhat concerned,Sometimes,Somewhat excited,Slightly respectful,Once in a while,Completely understand,Slightly positive,Once in a while,A little bit of support,Somewhat fair,Slightly likely,No respect at all,Hurts my learning some,Once in a while,Completely belong,Almost never,Quite difficult
stu-e6-138,y,Slightly concerned,Almost never,Somewhat excited,Slightly respectful,Almost always,Understand somewhat,Slightly negative,Almost always,A little bit of support,Neither unfair or fair,Slightly likely,A tremendous amount of respect,Helps my learning a tremendous amount,Frequently,Belong a little bit,Once in a while,Somewhat difficult
stu-e6-139,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-140,y,Not at all concerned,Almost never,Slightly excited,Slightly respectful,Once in a while,Understand quite a bit,Somewhat positive,Once in a while,A little bit of support,Slightly fair,Somewhat likely,Some respect,Neither helps nor hurts my learning,Almost never,Belong quite a bit,Almost never,Somewhat difficult
stu-e6-141,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-142,y,Somewhat concerned,Frequently,Somewhat excited,Somewhat respectful,Frequently,Do not understand at all,Neither negative or positive,Once in a while,Some support,Slightly fair,Somewhat likely,Some respect,Helps my learning a little bit,Almost never,Belong somewhat,Frequently,Slightly difficult
stu-e6-143,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-144,y,Somewhat concerned,Frequently,Somewhat excited,Slightly respectful,Almost always,Understand a little,Neither negative or positive,Frequently,Some support,Slightly unfair,Quite likely,Some respect,Neither helps nor hurts my learning,Frequently,Belong somewhat,Sometimes,Quite difficult
stu-e6-145,y,Somewhat concerned,Frequently,Extremely excited,Extremely respectful,Once in a while,Completely understand,Very positive,Sometimes,No support at all,Slightly fair,Somewhat likely,Some respect,Hurts my learning a little bit,Once in a while,Belong somewhat,Frequently,Somewhat difficult
stu-e6-146,y,Extremely concerned,Almost always,Quite excited,Somewhat respectful,Almost never,Understand somewhat,Slightly positive,Almost never,Some support,Somewhat fair,Somewhat likely,Some respect,Helps my learning a little bit,Once in a while,Completely belong,Sometimes,Slightly difficult
stu-e6-147,y,Not at all concerned,Sometimes,Somewhat excited,Somewhat respectful,Frequently,Do not understand at all,Slightly negative,Sometimes,A tremendous amount of support,Neither unfair or fair,Extremely likely,Quite a bit of respect,Helps my learning a little bit,Frequently,Do not belong at all,Frequently,Not at all difficult
stu-e6-148,y,Slightly concerned,Sometimes,Quite excited,Quite respectful,Almost never,Completely understand,Very positive,Almost always,Some support,Slightly fair,Somewhat likely,Some respect,Hurts my learning a little bit,Almost never,Completely belong,Frequently,Quite difficult
stu-e6-149,y,Slightly concerned,Sometimes,Somewhat excited,Quite respectful,Once in a while,Understand quite a bit,Very positive,Once in a while,Quite a bit of support,Somewhat fair,Not at all likely,No respect at all,Neither helps nor hurts my learning,Almost never,Completely belong,Almost always,Not at all difficult
stu-e6-150,n,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
stu-e6-151,y,Slightly concerned,Sometimes,Slightly excited,Somewhat respectful,Frequently,Understand somewhat,Slightly negative,Sometimes,A tremendous amount of support,Somewhat unfair,Slightly likely,Some respect,Hurts my learning a little bit,Almost always,Do not belong at all,Sometimes,Slightly difficult
stu-e6-152,y,Not at all concerned,Once in a while,Somewhat excited,Quite respectful,Almost always,Understand a little,Neither negative or positive,Sometimes,A tremendous amount of support,Slightly unfair,Extremely likely,Some respect,Hurts my learning a little bit,Sometimes,Belong quite a bit,Sometimes,Slightly difficult
